,0,1,2,3
0,3,0,0.0,0.028
1,3,2,0.034,0.062
2,3,4,0.062,0.142
3,3,1,0.142,0.242
4,3,5,0.242,0.322
5,3,3,0.322,0.402
6,3,6,0.402,0.482
