,TTF0,TTF1,TTF2,TTF3,TTF4
238,190225.1145122565,268753.1656534399,148705.33306940575,214882.63336021372,350002.83140445664
239,118807.42166809834,164673.93222278325,263739.4575571461,318238.3883842677,345808.090824915
240,104406.63346088307,198915.62065309915,320482.4291787938,250532.29913498316,304048.2654650259
241,179179.92384773042,508996.5625786705,224474.86379800134,283792.7219746434,340999.4203160911
242,317559.62129223114,188486.97309243068,229025.3996119437,178467.03178590006,430492.3308235231
243,347870.5502589422,265585.9937867276,232516.642248204,240555.63511197822,327599.0659830641
244,234430.95066274545,273426.11048546666,225239.79812204512,253991.70044352792,268909.7629469095
245,148856.71740456737,110294.07359075676,257109.40812748446,222717.21597313014,386930.3864424052
246,238176.8554730468,160640.07041305074,263505.2236187472,253679.7121950676,429989.93127171695
247,88200.21882951132,457769.1026591471,244704.7348869541,370516.7901503239,344656.9386029433
248,168720.0904528395,191999.2465054085,185596.80310730805,272665.1124998748,333418.5724585898
249,124313.52228835506,211205.5594253429,269745.9081535124,150378.44370570936,213665.1938164887
250,278836.44644805725,159324.826918907,199748.84039287324,160595.67879692593,195790.3795929349
251,245918.6128240523,223150.96618948993,251304.11469757225,236302.2851867319,312008.5410175045
252,190354.98230907338,341299.14793001773,333929.44342729973,336553.4428686896,327870.6601984275
253,86376.33842305597,274121.5181639177,233068.66973778384,177992.66534337774,237084.84689878512
254,247743.80111647898,255869.84282544567,266810.1832047914,166953.01772167257,325465.3766397723
255,89504.06136472127,189233.52098948532,295693.84985875303,283549.54953575635,275502.5433588633
256,242351.76886931405,337059.06888837914,164628.59965616465,205061.0733126568,260842.10179716075
257,219406.88378520036,249370.61622224638,237017.38742407522,230148.26665095717,293361.5256575466
258,298276.9828044516,200927.05873951662,178826.69158750173,167038.79366528254,307427.03564017976
259,266247.32949294144,275804.4328668512,224754.60594937188,333028.51177040883,291567.5188246612
260,198374.36762104384,152586.93193032383,289593.6894030093,231940.58575755486,277387.9235284815
261,232222.7843293742,339373.976708194,191639.97868084276,321082.21996028104,224127.4035552564
262,167935.7930119424,111398.75860656702,233895.94363219364,238132.82607757323,256401.43336194346
263,179391.8255664382,178711.604076071,236972.89982021428,312929.68927023106,255693.5156297405
264,241152.06223955346,147420.080683891,323307.4397855089,248918.71810282787,287372.28443405626
265,169153.99232598115,131582.8293760974,218944.51149780196,141816.60801924017,151272.10202664536
