,INT0,INT1,INT2,INT3,INT4,INT5,INT6,INT7,INT8,INT9
0,1.2181983899990882,0.6101914390001184,0.5923345600003813,0.5861970259993541,0.5898607580002135,0.5841003780005849,0.5815703970001778,0.5796155379994161,0.5812953680015198,0.586366323999755
1,1.2011599020006543,0.6072834139995393,0.5893859829993744,0.5785761820006883,0.5881650849987636,0.5873706509992189,0.5896500199996808,0.5816901990001497,0.5776229849998344,0.5878776230001677
2,1.197794163999788,0.620143915000881,0.5913823989994853,0.5896225500000583,0.5838862310010882,0.5838782039991202,0.5886169240002346,0.5809737769995991,0.5872735299999476,0.5849203289999423
3,1.2084610090005299,0.6164936759996635,0.5899998659988341,0.5878371539984073,0.5874593110002024,0.5901448599997821,0.5851836870006082,0.5827567360011017,0.5757508560000133,0.5850774629998341
4,1.2010754240000097,0.6177480269998341,0.58862026099996,0.5844247130007716,0.5840990529995906,0.5838801089994377,0.5862893600005918,0.5808017750005092,0.5826354259988875,0.5812483139998221
5,1.2075244190000376,0.619356858998799,0.5925770060002833,0.5870287319994532,0.5882371719999355,0.5860579199998028,0.5891099640011817,0.5821418840005208,0.5808096760010812,0.5869159429985302
6,1.2052637659999164,0.6177549580006598,0.5892918139998073,0.5817139970004064,0.5873190090005664,0.5832200620006915,0.5869876409997232,0.5838684520003881,0.5819898649988318,0.5829706549993716
7,1.2090762949992495,0.6186688720008533,0.5906927269988955,0.5880699660010578,0.5861887970004318,0.5871734529991954,0.5900179800009937,0.5798225710004772,0.5874436970007082,0.5839605139990454
8,1.1999313659998734,0.627903910999521,0.5888612079997984,0.588991172000533,0.5857887139991362,0.5832192930010933,0.5848965999994107,0.5861500849987351,0.5774710850000702,0.5801193379993492
9,1.20096039100099,0.7302729710008862,0.5913236169999436,0.5880950070004474,0.5813920050004526,0.5878106990003289,0.587797882999439,0.5814609480003128,0.583042132000628,0.5879038410002977
10,1.2089035049993981,0.7395589459993062,0.586791515999721,0.5882674069998757,0.5883968130001449,0.5836019809994468,0.5856880690007529,0.5833606889991643,0.5819264940000721,0.582990188999247
11,1.2042941699983203,0.7372280870004033,0.5954077019996475,0.5873285020006733,0.5845984319985291,0.5837865310004418,0.5830564129992126,0.5824012339999172,0.5805636679997406,0.5865238220012543
