,INT0,INT1
0,0.6874303009972209,0.7281189249988529
1,0.6611777930011158,0.7315829870058224
2,0.6601905839997926,0.7340427499948419
3,0.6655381379969185,0.7317153850017348
4,0.6616680890001589,0.7321530150002218
5,0.6627548200049205,0.7295754610022414
6,0.6650570879937732,0.7302628969991929
7,0.6594702520014835,0.731021496001631
8,0.6636308140004985,0.7279475059985998
9,0.6618923439964419,0.7343131550005637
10,0.6640937320044031,0.7287821999998414
11,0.6540685220024898,0.7326862619956955
12,0.652020187000744,0.7331677130059688
13,0.6464112309986376,0.725705103999644
14,0.6413349340000423,0.7273339699968346
15,0.6510849359983695,0.7306062280040351
16,0.6523071080009686,0.7278160360001493
17,0.6651149669996812,0.7257377360001556
18,0.658521336998092,0.7343268410040764
19,0.6504125499996007,0.7286098620024859
20,0.658598392001295,0.7373589029957657
21,0.659283435998077,0.730054954001389
22,0.6595345009991433,0.732866030994046
23,0.6574962500017136,0.7265131460007979
24,0.6600501819993951,0.7271455070003867
25,0.6502131349989213,0.7293841520004207
26,0.7188859849993605,0.7318314329968416
27,0.7166387590041268,0.7267470720034908
28,0.6495730579990777,0.7300465209991671
29,0.656399687002704,0.7295889190063463
30,0.6565293729945552,0.7331864250008948
31,0.6413458539973362,0.727878611003689
32,0.6455293580002035,0.7239880169945536
33,0.6473347860010108,0.7300721279971185
34,0.6490987080032937,0.7244346489969757
35,0.6467283829988446,0.7325310730011552
36,0.6491241800031275,0.7270642500006943
37,0.6497090560005745,0.7249621899973135
38,0.6475506979986676,0.7276682429946959
39,0.6500493610001286,0.7322294170007808
40,0.6552793369992287,0.730894715001341
41,0.6513510520017007,0.7287685679984861
42,0.6520350319988211,0.728893990002689
43,0.654058954998618,0.7263589649955975
44,0.6612691049958812,0.7259663509976235
45,0.6541239880025387,0.7347589420023724
46,0.6571026909950888,0.7303768769997987
47,0.6563682530031656,0.7302968309959397
48,0.657814165999298,0.7339383180005825
49,0.6583186679999926,0.7254768429993419
50,0.6590742800035514,0.7255331590058631
51,0.6575179799983744,0.7297631410037866
52,0.6561358389953966,0.7297466340023675
53,0.6534323419982684,0.7290069559967378
54,0.6545353120018262,0.7310645730030956
55,0.6588377149964799,0.731948979999288
56,0.6547052469977643,0.7269063810017542
57,0.6507304300030228,0.7299456999971881
58,0.6537414390040794,0.7269945099978941
59,0.6532672040048055,0.730713470999035
60,0.6573733520053793,0.7303651819966035
61,0.6556010180065641,0.7264318210000056
62,0.6582000100024743,0.7274554119940149
63,0.6533550540043507,0.7329243010026403
64,0.6638953079964267,0.7293203890003497
65,0.6541374279986485,0.7287279599986505
66,0.6583660699980101,0.7282232630022918
67,0.6512689250012045,0.7300151830058894
68,0.658867032994749,0.7246431050007232
69,0.6496138899965445,0.7259532629977912
70,0.6530337410003995,0.7280159950023517
71,0.6600264359949506,0.7243553289954434
72,0.6543195780031965,0.7344750620031846
73,0.6496146790013881,0.7302650529964012
74,0.6531028190001962,0.7312272240014863
75,0.656569879000017,0.7304227460044785
76,0.6544745200008038,0.7338311600033194
77,0.6531981180014554,0.7245170349997352
78,0.6552096910018008,0.7281154750016867
79,0.6498933049952029,0.7303125309990719
80,0.6523682330007432,0.7264519650052534
81,0.6519071369984886,0.7324249509983929
82,0.6579105589989922,0.728062868998677
83,0.652953634998994,0.7322763120027957
84,0.652264832999208,0.7285227800020948
85,0.6568141739990097,0.734876959999383
86,0.6520136670005741,0.7282758639994427
87,0.6587489890007419,0.7335736599998199
88,0.6508996749980724,0.7282954280017293
89,0.6551484259980498,0.7275840329966741
90,0.6531701769999927,0.7331879180055694
91,0.6535357859975193,0.7259004340012325
92,0.6671112349940813,0.7312426520002191
93,0.6529066069997498,0.723931016997085
94,0.6533845570011181,0.7312863130064216
95,0.656557600996166,0.7290320440006326
96,0.6525929310009815,0.7299323629995342
97,0.6578376949983067,0.7293174880032893
98,0.6594169579984737,0.7297364460027893
99,0.6570194890009589,0.7259564810010488
100,0.6557037020029384,0.7304394569946453
101,0.6555939129975741,0.728718464000849
102,0.6548310910002328,0.7330393379961606
103,0.6526869790031924,0.728203892998863
104,0.6554986449991702,0.7311738920034259
105,0.6618275899963919,0.7318387949999305
106,0.6545276340038981,0.7307372469949769
107,0.6593202310032211,0.7287417139959871
108,0.6602669569983846,0.7296530999956303
109,0.65174320400547,0.7281898029978038
110,0.6573721550012124,0.7290854140010197
111,0.6593349690010655,0.7282979040028295
112,0.6591938290002872,0.7312116269968101
113,0.6517420870004571,0.7309360409999499
114,0.6546253519991296,0.73001418900094
115,0.6542212109998218,0.7309380079968832
116,0.6548630610050168,0.7315373349993024
117,0.6575818769997568,0.7322237030020915
118,0.6607916100037983,0.733484442003828
119,0.6567929820012068,0.7276647519975086
120,0.6546948309987783,0.7280521919965395
121,0.6581413890016847,0.7247763999985182
122,0.6566926510058693,0.7294520900031785
123,0.6562041810029768,0.7284669530054089
124,0.6567517700023018,0.7259064219979336
125,0.6570389519984019,0.7319266190024791
126,0.6536024669985636,0.7263969159976114
127,0.6553725799967651,0.7301543920038966
128,0.6558304619975388,0.7322162339987699
129,0.6558022960016388,0.734144643000036
130,0.6564919290030957,0.7263071709967335
131,0.6518289409941644,0.7304333580032107
132,0.6553250450015184,0.73019229399506
133,0.6569728429967654,0.7322754430060741
134,0.6548926469986327,0.7326038129976951
135,0.6553548539959593,0.7294063770023058
136,0.6532573400036199,0.7331417899986263
137,0.6573666510012117,0.7267918270008522
138,0.6526483479974559,0.731278575003671
139,0.6564561049963231,0.7314981880044797
140,0.6562031450012,0.7281480640012887
141,0.6493620010005543,0.7285472899966408
142,0.6497633089966257,0.7322388120010146
143,0.6559014720041887,0.7315508910032804
144,0.6494232799959718,0.7270743270055391
145,0.654598797998915,0.7315947480019531
146,0.6527075749982032,0.7308151489996817
147,0.6532142950018169,0.7324477509973804
148,0.6554259929980617,0.7295316550007556
149,0.6554521799989743,0.7290061259991489
150,0.6548682950015063,0.7293916499984334
151,0.6537836269999389,0.7329016430012416
152,0.6540983199956827,0.7368793749992619
153,0.6519367609944311,0.7326277589963865
154,0.6591943499952322,0.7254081990031409
155,0.6502275439997902,0.7327933299966389
156,0.6560568999993848,0.7285443369983113
157,0.6535889369988581,0.7318848180002533
158,0.6526128390032682,0.7271184080018429
159,0.6558830680005485,0.7259715760010295
160,0.6540516480017686,0.7299655820024782
161,0.6485149340005592,0.7215306579964818
162,0.6491504829973564,0.7282940669974778
163,0.6490815910001402,0.7285520669975085
164,0.6524685700060218,0.7283936699968763
165,0.6520752240030561,0.7329187909999746
166,0.651854698000534,0.7326103020022856
167,0.6571010050029145,0.7290223899981356
168,0.6620191760011949,0.7285493520030286
169,0.6535593559965491,0.7337242049979977
170,0.6508750810025958,0.7282525709961192
171,0.6554559229989536,0.7296900670044124
172,0.6559709290013416,0.734795677002694
173,0.6568371160028619,0.7279860689959605
174,0.6568053779992624,0.7342678950008121
175,0.6610173220033175,0.7304295360008837
176,0.6574957709963201,0.7255641849988024
177,0.6541475000049104,0.7344637329952093
178,0.6546145039974363,0.7288127370047732
179,0.65575577999698,0.7311594759958098
180,0.6560358329952578,0.732023788994411
181,0.6549863530017319,0.7314155499989283
182,0.6537930220001726,0.730087950003508
183,0.6570951819958282,0.7260800279982504
184,0.6583147510027629,0.7328968009969685
185,0.6500659599987557,0.7276922029996058
186,0.6606507380056428,0.7270877979972283
187,0.6552980269989348,0.7304085180003312
188,0.6573294780027936,0.732356050000817
189,0.65290021400142,0.730680412001675
190,0.6551361530000577,0.729289439994318
191,0.65394232700055,0.7326337350023095
