,0,1,2,3,4
0,0,2,3,0.0,0.288
1,3,2,3,0.288,0.576
2,2,2,3,0.576,0.864
3,1,2,3,0.864,1.152
4,5,2,3,1.152,1.44
5,4,3,3,0.293,0.581
