,0,1,2,3,4,5,6,7,8,9
0,21.7869676651681,78.19121826622361,64.30835125488665,59.4308934460516,60.69814749120406,52.63195725175919,51.01793527267397,51.05329953479281,49.938391964425335,49.453904698006255
