,0,1,2,3,4,5,6,7,8
0,77.3205,73.8029,79.5436,58.8187,58.7389,58.6982,48.7579,48.8761,48.7491
1,78.3776,71.4388,51.2051,75.0094,59.2189,55.4879,50.5803,49.0257,48.1382
2,76.2361,52.6841,48.7174,71.7447,73.2373,56.0835,50.767,50.2095,48.3058
3,50.425,50.2813,50.3043,72.0736,68.8425,74.2634,50.425,50.2813,50.3043
4,46.7242,49.4384,49.7081,48.6378,71.0021,68.1024,46.7242,49.4384,49.7081
5,45.5996,46.248,48.9772,45.7791,48.0721,71.3754,45.5996,46.248,48.9772
