,ttf0,fft0,ttf1,fft1,ttf2,fft2
230,216111.09093380175,195756.42075706038,194382.97900626884,87315.18622973458,275165.648729843,117834.87342130757
231,138868.11141864868,136199.61602393843,282994.7460798874,176114.0989005826,119995.25630516048,83636.17694853646
232,284215.10597488587,221699.59027279355,190475.98876671665,184261.35547088782,247556.77824941234,95409.21863200268
233,233870.65200638224,132689.6638721503,116152.27662955307,5592.944625788852,467354.0423679093,251379.27668990858
234,208807.74681634316,142633.9249803329,246734.8721004809,14031.184126706143,297008.65497815894,115186.76487291332
235,246495.0969669759,107063.2048667455,281060.1595954182,151410.43366986528,255664.3901405296,65262.73754075449
236,159521.070253112,129591.7623129882,379821.4415900688,317224.87542007107,211420.09756829956,119043.6063647126
237,205584.9619555979,120539.03232463074,184863.25656457114,172673.83924561704,300976.09772041,186855.46646950243
238,180378.97632093684,143520.9888318389,121357.02198677746,79215.50452904456,185695.0403186915,152035.33913492024
239,404518.374575877,136469.41693400487,402323.1429404313,128944.25303308845,263821.2538276944,60765.61299017266
240,288026.74911486555,203026.47005862425,235007.10925523407,203232.97268177688,349332.36175198044,83737.22459947442
241,156364.59576745823,51537.78015918916,119332.0859907675,109330.18406697313,323676.7702355438,187391.47045228406
242,310324.3907660624,208887.79876159332,343842.3084831773,44073.09720709594,187698.90181018837,116917.55681560248
243,357580.67986743705,297697.10534203885,366874.2101579166,42785.25045155212,242408.77986073654,194665.24510507027
244,162206.95871803357,62989.32540611181,144996.44939797383,122497.3074289949,266552.28073494404,130811.56145865306
245,100350.4719633107,55547.35121180559,153257.6887654364,149915.22563064346,322954.85101420205,129624.43256951647
246,262671.7663575908,195403.7532133431,153916.32096482348,90683.65346810973,320427.7943048371,127834.00249177424
247,123498.00892794365,70833.26426576692,176285.63431816496,109221.80656413417,239646.84826766144,168500.1632011286
248,309651.3481948016,175694.51818588123,412423.65524216543,190720.40231580593,297998.69973602565,175235.54814918258
249,199321.23645820035,25539.18991392682,96926.58516266182,96114.90616671489,156632.10475534326,130110.1909074487
250,165019.55576094365,118009.03677933138,119717.37691661755,62632.780048689514,234328.95362348965,75830.24976104917
251,254038.00098626124,175490.2788428045,135082.28410137823,61168.960081690646,92457.56470028563,72844.56024852121
252,296657.9752805873,59950.03924472365,212987.60139117562,178733.90813561136,239192.45038638735,100963.63824136945
253,298768.39711926563,249220.94590528926,237335.65906191198,31963.595294887844,142163.19494081824,126434.43047040723
254,200390.50985371432,159437.59212413564,199630.52717370496,128668.25001238417,81322.4324956832,48224.49137624553
255,310780.0939186548,175859.95652170404,393070.1214148366,165487.59923749245,303867.0937137108,207547.95798681505
256,290493.7729860206,195580.9922196482,167992.15000801336,133384.99190944005,401495.764706213,215847.75416657285
257,169538.70385595987,146826.49215553468,194659.40858288272,154314.17686584825,220456.74296818228,112481.8204384832
258,195792.8316389497,55261.55032872574,154879.50440311403,69487.43711971476,277569.3974308007,209618.69150761617
259,180670.39968472495,151913.9465753263,169522.3722815895,121227.74164973639,187525.527240109,119939.78932422987
260,199514.6501343484,175384.49190432247,290999.0624657748,142446.50312361115,366685.3105948536,281509.3237043747
261,210933.61705581585,164289.09336242478,179729.57060862985,97260.19130808146,186736.66425711627,171941.3294621638
262,281509.45614443056,188694.20150297257,253959.1662691388,43097.80513726774,228434.56338050295,108622.67830809405
263,103979.15634588008,56757.12453612662,347166.3776399998,197797.87554792225,292557.78436909494,52673.92679669333
264,181101.82266121433,21132.590869444386,263423.4688809072,164971.98658024284,216145.14150100487,55832.813228960804
265,407076.64316748764,328657.1359716856,178768.0371390129,61341.93027455717,271040.5682973131,192629.35011055827
266,328768.6242450154,272100.4318011711,176384.44750173372,13573.855422619949,129372.1562974842,97731.7154970131
267,183203.2860708285,132432.34064099612,352885.0692483733,138279.74932538773,126315.56081402683,124753.1032182083
268,406680.1671963787,154307.60306404848,259727.3605800096,98902.07454031456,226291.8004756202,186023.45129723294
269,356759.81866218994,233427.23089287718,133541.7534791559,35863.14673390954,201524.29971131057,46715.34511283438
270,90638.28161306289,44629.50964297563,189099.0511812134,130990.75774390006,152402.76650408714,50605.04064102528
271,429964.58653141325,111460.29028807582,170700.16034511273,145219.0245145778,158958.90362512873,109195.52565444208
272,217778.5203183212,183183.20418128252,292261.7656978799,145422.88700206488,337261.84983689105,64714.416449348915
273,140841.87015434445,127193.82527365626,410046.6915144252,181797.57845359668,278807.659341941,101914.35187707836
274,303258.5231479707,286692.218003941,260396.33185906737,130627.33613094529,333538.70573776553,184900.30738986895
275,289237.7426983961,131248.74444688146,151176.76651326925,91304.02338084037,387957.5996175492,115356.63875416985
276,279833.26671578526,135617.5845598123,274710.72797280224,103130.96336311493,242418.24325694045,231205.95028815142
277,216396.91742698877,152830.49708099163,334121.76802095893,333057.48241465364,239509.0668571478,102386.63551216143
