,INT0,INT1,INT2
0,0.7118791869943379,0.6292090429997188,1.2130095550019178
1,0.7151996210013749,0.6318910240006517,1.1955337629988207
2,0.7233167270023841,0.6328374669974437,1.1990956259978702
3,0.709333612001501,0.6328053429970169,1.1976125720029813
4,0.706453196995426,0.6306845159997465,1.1961123470027815
5,0.6853194430004805,0.637389303999953,1.1970191720029106
6,0.606170047998603,0.6337897600024007,1.197414653004671
7,0.6009836950033787,0.629670336995332,1.1915842269954737
8,0.6041877679963363,0.6369106309939525,1.1945037159966887
9,0.5976860930022667,0.6310723170026904,1.1911393940026755
10,0.6051934119968791,0.6308018550043926,1.1948358989975532
11,0.6048740569967777,0.631547450000653,1.194605352000508
12,0.5962396780014387,0.6354582079948159,1.2029297230037628
13,0.6136423780044424,0.6306621059993631,1.2035737600017455
14,0.5989985189953586,0.6297615570001653,1.2171717579985852
15,0.6010978170015733,0.6375317199999699,1.1936449679997168
16,0.6056180230007158,0.6350899349999963,1.1952440360037144
17,0.6025256240027375,0.6397976600055699,1.1907821599961608
18,0.6123582410000381,0.6326287699994282,1.216890883006272
19,0.6054229970031884,0.6311847160031903,1.1909376399999019
20,0.6093283190057264,0.6350733159997617,1.1948906609977712
21,0.6083368510007858,0.6369147840014193,1.199499618000118
22,0.6101604409996071,0.6420427099947119,1.1882774460027576
23,0.6077205000037793,0.6343405500010704,1.2009625639984733
24,0.6096335909969639,0.6346471719953115,1.2035116359984386
25,0.6038620570034254,0.6275203140030499,1.1933427379990462
26,0.6043730130040785,0.6329515100005665,1.1992435969950748
27,0.6137951669952599,0.6323260450008092,1.2084546299956855
28,0.6070163219992537,0.6334347880037967,1.2000442069984274
29,0.607941412999935,0.6327950979975867,1.1956430540012661
30,0.6568125010016956,0.6302053819963476,1.1999948809971102
31,0.7191506659946754,0.629768309998326,1.2016239559961832
32,0.6143251009998494,0.6285904510004912,1.200120542998775
33,0.5997026339973672,0.6311424669984262,1.2197126009996282
34,0.5902995259966701,0.6333535170051618,1.2139436389988987
35,0.6403716860004351,0.6337648990011076,1.2079035409988137
36,0.6004850699973758,0.6331028819986386,1.1970649970025988
37,0.5930297479935689,0.6318047929962631,1.1963493170042057
38,0.6009651330023189,0.6347961680003209,1.1896445820020745
39,0.5921435339987511,0.6375814889979665,1.1905144729971653
40,0.603164423002454,0.6306264000013471,1.1913562910049222
41,0.600957816997834,0.6340103640031884,1.200848912994843
42,0.6096289269989938,0.6409645659950911,1.204253873002017
43,0.602566472000035,0.6308216659963364,1.2149036520058871
44,0.5981018419988686,0.6299401699943701,1.1959280419978313
45,0.614467475003039,0.6292726199972094,1.1925617380038602
46,0.60468420899997,0.6335598590012523,1.2060293260001345
47,0.5956689520025975,0.630286015002639,1.200258026998199
48,0.6062772049990599,0.6271956310010864,1.1949208449950675
49,0.6015455340020708,0.6325787919995491,1.1989123890016344
50,0.6968680499994662,0.628831424000964,1.2009785090049263
51,0.6574913840013323,0.6322797870016075,1.1990456319981604
52,0.5956720269969082,0.633773410001595,1.2044884330025525
53,0.592625463999866,0.6344027899976936,1.196269599997322
54,0.5878177459962899,0.629245879004884,1.2103323609990184
55,0.5960437499961699,0.6358262940048007,1.1942414520017337
56,0.5981056320015341,0.6278395940025803,1.1924122260024888
57,0.5984461210027803,0.635116128003574,1.1921877119966666
58,0.593252423001104,0.6286409070016816,1.1944634579995181
59,0.592169263996766,0.6310458430016297,1.1979459560025134
60,0.5887985230001505,0.6342890179948881,1.1985655859971303
61,0.5938642359978985,0.6305588169998373,1.1928314559991122
62,0.5957167349988595,0.6319375250022858,1.1945226629977697
63,0.5943126400015899,0.6328143290011212,1.2159627010041731
64,0.5952533489980851,0.6371642560043256,1.1975835650009685
65,0.5911288639981649,0.6336055659994599,1.2010548489997745
66,0.6013899139943533,0.6316928689993802,1.1936491020023823
67,0.5933980219997466,0.6330502820055699,1.1944527300001937
68,0.5953834049942088,0.6308726440038299,1.1986832930051605
69,0.5948806239975966,0.6315816570058814,1.2167820479953662
70,0.5936057420040015,0.6323980240049423,1.2066286709959968
71,0.5948835570015945,0.6296374420053326,1.1976947830044082
72,0.5966390539979329,0.6375610519971815,1.1991342160035856
73,0.6028960219991859,0.631689608002489,1.1954868530010572
74,0.5950833640017663,0.6308701719972305,1.1977626860025339
75,0.5972127400018508,0.6313720879988978,1.1967594899979304
76,0.6002230149970273,0.632122138995328,1.1942862210053136
77,0.596449491000385,0.6292885980001302,1.194457182995393
78,0.5905596669981605,0.6281456220021937,1.1961356500032707
79,0.5948510500020348,0.6358759329959867,1.1958673119952437
80,0.5967511920025572,0.6357310180028435,1.2005405360032455
81,0.5980067910059006,0.6316756239975803,1.1932458380033495
82,0.5925218600023072,0.6309537690030993,1.198726408998482
83,0.5977050559959025,0.6309461490018293,1.2177456689969404
84,0.5976729239991982,0.6307925720029743,1.2000611259936704
85,0.5935307750041829,0.6351148260000627,1.205746799998451
86,0.5934321879976778,0.6306227120003314,1.201683209001203
87,0.5973769830015954,0.6268848710024031,1.1905629499960924
88,0.5982003079989227,0.630608889994619,1.2000865790032549
89,0.5997915059997467,0.6297554470002069,1.1999852290027775
90,0.6014425009998376,0.6335629060049541,1.1918240300001344
91,0.6004037500024424,0.6315668310053297,1.2059166190010728
92,0.6048663510009646,0.6309091229995829,1.1893943679970107
93,0.6025688319932669,0.6290072589981719,1.2025984049978433
94,0.5972753460009699,0.6357276220005588,1.196757976002118
95,0.6016336510001565,0.6317674189995159,1.2059747829989647
96,0.5982397250045324,0.6282421479991172,1.194068498996785
97,0.5998504439994576,0.6333504920039559,1.2033439770020777
98,0.5968568489988684,0.635725148000347,1.2051622029975988
99,0.601683637003589,0.6346199420004268,1.1957267350007896
100,0.6019356929973583,0.6353355810060748,1.195406766004453
101,0.6047053039947059,0.6348858230048791,1.2001786719993106
102,0.5985267079959158,0.6335823810004513,1.194993090997741
103,0.600089357001707,0.6307829189972836,1.1986347709971596
104,0.6001597610011231,0.631501310999738,1.1967478719961946
105,0.5982643839961383,0.629515299006016,1.196560539996426
106,0.5994295450000209,0.6351050520024728,1.1917422020051163
107,0.5990457289954065,0.636004405998392,1.207273370004259
108,0.5972783819961478,0.6297189309989335,1.2001677329972154
109,0.5989625660004094,0.6340115389975836,1.2035165900015272
110,0.6025182180019328,0.6280416480003623,1.1978429059963673
111,0.6031556839952827,0.6347549689962761,1.19061666700145
112,0.5992754830003832,0.6301118739938829,1.191238617997442
113,0.5991070119998767,0.6310380619979696,1.1887388460017974
114,0.6002925050051999,0.6303543879985227,1.2087302630025079
115,0.5985512990009738,0.6375155099958647,1.192252192995511
116,0.602968705999956,0.6311033039964968,1.1910450229988783
117,0.6058133679980529,0.6315565510012675,1.2001665479983785
118,0.6042667229994549,0.6348833619995276,1.1947421900040354
119,0.610133242997108,0.6327649830054725,1.196968452000874
120,0.5991418819976388,0.6285528169973986,1.1947772540006554
121,0.6035976940038381,0.6344907870006864,1.2007929930041428
122,0.6042875919956714,0.6332163179977215,1.204913296001905
123,0.6041683639996336,0.6379419970035087,1.1947109890024876
124,0.5988825679960428,0.6301793180027744,1.1954803269982222
125,0.6062211200041929,0.6323258229967905,1.1924152079955093
126,0.6042785169993294,0.6352593189949403,1.1913419990014518
127,0.5977413750006235,0.634462171998166,1.1957233899956918
128,0.6049625300001935,0.6322917650031741,1.1919977070065215
129,0.6019132399960654,0.6319677110004704,1.1944966049995855
130,0.6028028489963617,0.6345924850029405,1.1938773959991522
131,0.5984211009999854,0.6298147440029425,1.1913828210017527
132,0.6061327709976467,0.6311623350047739,1.1965247119951528
133,0.6001080710047972,0.6355522669982747,1.2320675119990483
134,0.6041420099936659,0.6340765639979509,1.1957548370046425
135,0.6028530370022054,0.6341715840026154,1.2024584899991169
136,0.6018821879988536,0.6333375169997453,1.1923465880026924
137,0.6001522709993878,0.6318402769975364,1.209617228996649
138,0.6014881259980029,0.6288092370014056,1.1935884549966431
139,0.5997767590015428,0.6313721130063641,1.1952193079996505
140,0.5954942919997848,0.6332554519976838,1.202540468002553
141,0.6030971779982792,0.6306128630021703,1.2005628620026982
142,0.6005873379981495,0.6328635469981236,1.1957515790054458
143,0.599615815001016,0.6289219169993885,1.1873952579990146
144,0.6037563089994364,0.6343280090004555,1.197017163001874
145,0.6030677820017445,0.6285653760060086,1.1909350140049355
146,0.6038441519995104,0.6305769860045984,1.1930023050008458
147,0.6049626940002781,0.6271914190001553,1.1883043390043895
148,0.6047265189990867,0.6275512950014672,1.206396895002399
149,0.6063471609959379,0.6336523829959333,1.1944670309967478
150,0.6071904779964825,0.6291812319977907,1.1955860439993558
151,0.6053370209992863,0.6291135159990517,1.1945797429943923
152,0.6044173810005304,0.6312577639982919,1.2252104520011926
153,0.6063940870008082,0.6308788629976334,1.196260158001678
154,0.6057013020035811,0.6331627030012896,1.2062866129999747
155,0.6080128209941904,0.6344716049934505,1.2160203929961426
156,0.6053862659973674,0.632260430000315,1.1966023799977847
157,0.6017647339976975,0.638080467004329,1.1975384760007728
158,0.6027234540015343,0.6275923010034603,1.198860735996277
159,0.6116477789983037,0.6289878019961179,1.201685305000865
160,0.6082122189982329,0.6293453400066937,1.197596969002916
161,0.6066487979987869,0.6393971949946717,1.2208211940014735
162,0.6035226669991971,0.6292585109986248,1.1990140769994468
163,0.6249764399981359,0.6300393759956933,1.1962065560001065
164,0.6065821439988213,0.6301696900045499,1.196379966000677
165,0.6032004560038331,0.6259671020015958,1.1990921679971507
166,0.6090401920009754,0.6329327470011776,1.1963266609964194
167,0.6082671170006506,0.6311977719960851,1.1905041209975025
168,0.605104879999999,0.6324628709990066,1.2088491819959017
169,0.6050122110027587,0.6382126820026315,1.1955977890029317
170,0.6068048179949983,0.6326759549992858,1.1940603660041234
