,ttf0,fft0,ttf1,fft1,ttf2,fft2
188,321253.5855598659,183447.3398192888,53880.31573481023,31938.121226400894,341689.74366851104,170949.2082739873
189,175565.08516680854,75880.15376305618,268621.9308236076,106325.06235953984,260367.92326695958,232994.95482484973
190,222603.14525864756,167723.91541157663,323965.6397004643,149020.49727977047,228014.58311230998,215115.7301757118
191,359194.5376976244,162049.9426417067,205936.70834628632,204717.24496972925,108441.50541768645,71370.61441976081
192,250875.9161029569,194722.8292413977,152751.88585049618,127447.16083591373,262452.8300386721,188084.50416013526
193,63424.18048111823,19782.07143412217,270437.6605041189,218062.2823279628,242338.391570405,32336.522957941204
194,328538.92074266996,230764.48769264956,254520.63741500932,113520.8502123761,157813.69916237914,66627.80433105414
195,157166.4718109247,119058.95831021237,358907.928363719,200653.71636713776,238940.11793371305,2760.285164867808
196,259445.45545179187,199465.90145108502,224350.67218925062,89780.72347498356,357987.436311828,146174.59870865496
197,219692.71693888825,185472.2923413486,274476.1664421125,194470.49659167547,177886.39281301788,84315.49078931626
198,256951.21869837982,76542.76698379479,177374.71920648415,107215.52730798547,298279.712693665,161841.71637717728
199,263449.4452939532,158217.73904702862,150904.5366465929,122149.72777879046,276198.9177525077,177198.57992593036
200,299297.97260275995,128842.68471840548,249754.66511960566,246573.40822926123,441664.0078112527,335801.7886086086
201,89549.57276214569,39219.785174220924,339147.2874965278,325758.02313589264,232913.8243706215,108527.42334172993
202,110914.96052897771,91267.47709861214,125770.87720546316,102274.98958552713,293045.3117601548,242149.40124605637
203,233481.8087157713,162136.0122960276,102658.22747534569,45917.72406267079,212491.44941302697,81726.7425706157
204,371111.3352667167,245598.81311061393,169127.30480536143,119407.1318769908,190606.8738825659,52543.77961756623
205,228745.23693312897,30203.49528050712,276815.40228438255,173474.9740308195,281037.83448190603,122724.7324322206
206,117880.784168602,12360.268437228244,235769.8458066169,141305.45992459825,282222.0393631897,252618.5429947069
207,132403.28685967892,127728.08622410125,131211.7970024066,74371.95061302691,211755.53606944703,71540.71578916206
208,173246.534761056,172701.39505182192,119813.88860192128,91206.70376029202,317255.21569291066,309333.0555905092
209,245232.21166077396,142329.9119970176,285335.525710256,264073.61909098533,164464.12870864055,10316.572612285334
210,149183.3301932079,130033.22037429038,98595.07238805084,27550.27232383112,125621.89420452536,31168.140587584992
211,316706.1847835077,194197.62715049143,216684.69269745715,31034.483548389337,433999.6534505156,201100.406496463
212,362623.68591031816,263267.1846110452,155280.81392228062,89027.77140578238,121097.76615435662,42698.207852570216
213,355955.0319774337,184421.84382749355,219058.86228271347,46068.214811700636,160970.24551071489,160677.41383601565
214,228782.44953970585,149050.212633611,146121.36314280806,140539.66285560754,188145.86593960656,148694.4347584786
215,142584.028503869,57146.025137445715,143637.11206614936,75741.40876062152,104486.18476921259,58710.687010883245
216,208695.19500626784,139438.21254823275,382459.0776613001,259056.66666919657,188046.53250686824,140237.53527608738
217,371520.15750839806,111191.77492025385,163491.40073972772,116928.32626198065,178555.46210610113,57483.042621285735
218,183293.27541325812,97097.95733499162,283890.4614466684,22425.348303048664,178071.05877916163,21439.592345320114
219,237094.96168095642,27029.578765779836,369702.78281663527,101042.08231002498,228639.6826609433,210031.52840028057
220,256465.26427878445,122617.87505212787,204936.06798098132,72177.77506998128,256823.54330478085,205917.45000180736
221,255658.45674756187,103547.8918302433,277824.00924235955,175403.72190432835,123199.60627165384,53109.03134870429
222,228366.14173189696,101652.5016463561,197074.97182233245,6677.490678712713,276191.53697898623,265802.1473818455
223,119023.08782580002,107086.30213858196,266826.2799262664,186740.02707575567,211871.44784278542,112159.96428933553
224,145508.43923532456,67957.55317244017,322631.161900177,49235.223499142405,428090.75603222876,326447.9919132533
225,207248.20226985897,123127.50454619332,174439.26863289205,158103.36396093445,252093.07770978354,217839.55569601464
226,193691.94490209472,83063.43406473675,213366.4832489658,165227.55757199076,178414.25277189762,65358.17409053346
227,217929.850135851,70083.96219455134,212503.4100102622,85049.81847037532,215587.23261608876,172606.07748520825
228,293560.4742791023,47005.121646772575,237010.35093675484,201642.78267774626,190350.98033595807,99556.22735987525
229,204596.88145471064,137211.9989842445,318811.3020929917,273743.95051894,183584.04205701215,127812.71018578848
230,456745.5339259377,165749.51883746326,148407.96062084,16056.28514775602,270684.42234464234,120614.1992198053
231,326725.08636663266,264072.7895832022,153253.44581258786,38304.947889124465,193242.13135530223,75952.36894691909
232,240264.70752095777,211003.46650695364,135273.45525489416,126906.41618575476,113089.66587465776,107142.22176452864
233,164263.4315536909,110433.34583064428,203579.18487556343,141511.7107497518,291311.42025932216,251652.8825546332
234,85047.84876497884,68810.8414715603,223882.48404615367,85207.21430824458,219260.71592177806,43391.7880907495
235,280290.3196139355,233383.0256647949,158517.29945297993,24178.19261724638,335788.78836958366,207160.92198372548
236,310292.3849927917,27285.8916500474,311038.09222439036,59264.1183442378,167480.4621735643,65833.77041681271
237,122657.94406933527,56141.75288197136,297379.39556292107,178266.07423560676,164717.0984419983,74587.95550974864
238,164039.195138218,56125.924596648576,284803.15068286355,205658.74653227668,253057.3198462805,218714.65929443226
239,178815.35543651826,178366.11811626048,301509.49641152343,170381.96089930867,229209.46220762146,59476.35938628177
240,187815.623291377,139821.65513833473,237074.7600606241,60741.16993722912,219133.152431413,69712.76139860952
241,81857.99800807012,60685.773378902704,181682.06603692996,167021.8376672605,307519.95791965106,214592.10888791052
242,265375.4016110553,218606.1401997507,84488.3047571698,51775.65933044608,135025.1668875732,74980.77096257333
243,166570.76465287362,30672.89556005052,118779.88947898442,109140.4946865375,198020.04119340374,72781.61745153554
244,216909.86184734845,132438.37372146174,269620.63428008405,186703.06840525486,246586.23417157808,105114.58197597195
245,320031.448242263,133546.92699540785,139602.80979752983,75379.57916990956,265014.4579551018,71594.80034565665
246,226243.04706521638,55740.35708478526,232690.65516470166,112645.79737549581,217385.79030661267,130097.81682183163
247,281136.5271161348,234255.76298241067,281090.57616778184,182373.97340525166,224046.72441841697,92835.04852380585
248,145625.25252942834,119078.25814821481,355488.5230968379,140992.14775512728,370203.30167339713,179528.81997031835
249,113636.23133302256,48198.52607807596,219357.53452235681,179035.27275441773,117862.22078827603,49380.12031135516
250,94745.4841186487,33582.707401249405,165472.99665447877,45070.71472617662,134673.59004575742,89756.03989251427
251,245241.02263181144,116697.20366833465,163773.56381884468,112744.48217420372,354648.32392754493,75596.29574809049
252,180635.20293640872,174189.14811476122,412491.11491827073,51281.015800477064,182575.86554055818,104025.58631471706
253,526055.5341998663,200217.47523078616,364561.82349811355,94681.58502639635,221718.85284997814,69204.09863766667
254,247500.7394932957,164683.30999115258,159804.7379759518,140119.88545696955,178453.82735752972,104344.44124454106
255,248812.61608636603,129231.3843314096,206900.95424637792,199263.6635166659,234686.65882489653,214064.2794077712
256,104464.26553217844,79498.85509282723,211224.34672717072,160568.5002222517,297007.7747327122,246656.35911750796
257,103581.19218725395,95417.28614801863,343208.7704484529,207482.61744074855,254828.7486269388,117065.52714383102
258,285081.87718914414,273296.42278387886,103792.82266182938,42930.75046913653,198183.59261772875,156096.94411398936
259,222501.37805659237,139882.2015955124,262104.4533777081,172157.78798022028,229631.23929057285,75445.90617172452
260,219618.56401779508,86331.50547353861,178249.71844042663,111816.45459917228,81951.3180406201,65330.98935753303
261,191473.09846361744,168746.69089682578,384911.2032929796,43669.89769868015,261853.35487251618,236891.42167942924
262,343227.5733976767,203765.2729493073,359733.3834340744,120406.44918266764,341140.2593009445,232289.25547122676
