,TTF0,TTF1,TTF2,TTF3,TTF4,TTF5,TTF6,TTF7,TTF8,TTF9
170,178216.59516027363,294698.8365780911,333657.01615650085,232356.43174577047,115193.35126163675,160506.9265241595,90202.61360808316,126363.13899962383,379991.3155170008,81891.54728013245
171,265597.57468817156,275752.9568963052,225868.0800229935,228447.66265658123,219027.68660531554,207950.1129487392,226192.2170005122,114024.64743157226,351769.41003538587,186384.22093654698
172,347033.06442053436,188225.33262410684,275631.7652554108,274217.24770931806,213878.79904836102,64286.23956034418,150209.10911093425,118313.3526358218,173085.83067959224,148921.93833687739
173,379924.4841397792,308303.49367093295,157015.0148263167,389979.7704534541,174319.90062788993,196149.74371506638,272637.46142523043,289619.67180759105,238120.16610425734,184732.56975587294
174,185863.00183471263,205150.77929427067,274028.05293863645,155659.77095701388,223684.96134950357,305226.009392784,160089.26274687744,137560.38129763657,142352.9911379244,241145.05705295329
175,239681.29890359647,171423.40688653616,170757.04706358255,283065.16626989195,377414.34562019055,216173.48008897062,218386.15210686898,167293.76973554541,190343.9719178897,187893.06192849108
176,408412.6669527093,340318.89350068127,261373.82661545507,179445.76348511004,296984.8248695005,285103.3299499807,198438.65278358175,151189.4514085001,119167.2394754456,196652.0542411979
177,97347.15412700725,295311.85398800235,102803.39345336801,305366.28788066783,253216.5791840877,135204.87313716684,190763.56130329389,345203.29087214987,288929.6474338926,155962.30613383657
178,216396.06047043478,302272.1450608003,220515.04868985445,38516.64387068234,419578.5088193015,210453.38513010385,246746.27078697478,284293.9273847317,217625.85390115183,256913.54268540366
179,163047.85061083635,271393.7537506761,179452.59586355468,148238.0032200262,197229.63988528558,286500.8419548099,318727.3812118946,107071.0828473523,138147.56065290887,132044.47383304336
180,148229.15506729123,365811.19175256346,214487.75752956315,322855.19684505364,203441.0292202375,114562.80605908384,102904.94697970361,238500.44512636703,256826.73099442723,123826.58387720837
181,215916.42994577755,198384.16097254015,214954.52577237735,277309.7925558246,175140.9415982496,287714.27905495313,241899.0102527112,419085.1989108819,190395.4407780834,117416.80139811774
182,169224.80761835925,295301.1296848421,179769.95350636815,320563.0877650414,223987.43041872638,145766.4340444028,103040.40808999933,281567.77339080116,292855.2581143684,369972.1446465758
183,196712.0033435484,214651.7829034945,241934.0024994817,214254.68661650366,268104.17564473615,220838.42580327432,293366.4091281779,185539.45157036773,212293.5432345848,166332.30823576893
184,373809.4594153466,207633.23039024713,114387.0670760353,196351.28041419078,168266.9620488947,398749.71398781944,262018.53716003714,150972.2661627223,143671.75166982075,137719.94557527764
185,223948.94743426275,231641.02469055715,290309.00394777954,374443.5734006157,187366.3176195155,252726.17647847458,262209.24102406064,203485.1595435565,306590.6999997091,89780.90876970312
186,362584.30688622047,59543.03081231748,267934.2932384813,239767.34282722525,130541.55815639163,174267.33538512792,118878.02325636349,217197.05205444578,198783.94913780846,59182.88030034839
187,204948.0833883252,283422.9829453662,187490.3266856882,267105.1608969341,201267.06725521345,125766.79730420548,201519.09453933657,169822.97416192846,313204.2682936346,190851.43368551164
188,262625.9296110931,210685.27472525713,237034.9359368001,223056.6227542072,207894.69020337804,288849.4625745995,372778.86892076884,281525.5406278385,266668.05745091016,226186.78120078507
189,287198.6466792179,211804.80788076055,293305.7190682735,281999.1706242083,210900.52645996935,246999.6338345841,271539.20947695826,125041.64414357238,225929.82541981907,172205.1811398421
190,351532.2443702178,303509.70756419166,280793.57477483933,336675.23173272854,340499.6259425119,199861.81646150272,293820.777273634,313883.7090831315,217072.98139170016,449169.2213248613
191,344560.70476141997,179770.750442996,221032.17261047184,245086.6901081194,239421.92025899046,385493.64854769007,79866.99157296654,165971.5265770252,116365.94636324294,260003.03225475753
192,176987.84066080954,121453.95935237122,271796.68719486776,91624.0617168329,306308.4381067478,137774.98138393444,209301.79137557917,354827.88770265726,160312.77520734112,177250.4683486111
193,201011.0862406236,488752.28327131725,192583.82082010034,123394.5861995697,119667.33904875166,249434.62758820847,183273.0961186758,175451.4632882605,58298.52015120124,158084.1835482581
194,140654.9808614329,180107.02627453927,281563.3935632618,91684.29522917455,211126.45939178864,256358.7460981073,265241.1539188259,249713.17062884712,376701.4063207798,149152.69646527723
195,256030.2104028504,182417.42464241298,268689.00589140505,77784.47648190528,151008.3370247383,334932.7331511739,110247.63799214299,232339.53368271864,91363.143571238,110119.04248222944
196,81170.48388464382,110798.89388961233,216337.58206295333,183111.6142686076,201016.22462680106,195687.0314364314,272648.63033497345,275412.3598335035,158168.1324248144,107194.36307633607
197,274236.20104617917,105466.1102198471,271856.50858637557,249425.26987563132,123313.05936085137,247622.097689769,129550.69256198176,249275.59583094754,102020.68636165463,247967.16486420555
198,321471.428132467,156438.6000417524,209382.11243928917,185594.74485261267,131228.48833541456,195647.61841924896,424814.5619477732,205181.50885106754,65896.24567824716,243184.9081774052
199,261200.40205614717,102771.51569751767,321283.5062542121,376123.30975988007,203092.06702253854,162492.25746838827,295074.43183448474,210757.03240157515,272745.8182785793,142316.68608092287
200,347823.224256216,192175.92960194967,151649.41351642687,281362.4030597683,244987.96911966248,208462.77320321594,209383.409791211,188176.20161090096,430470.9276361683,375871.1220120157
201,326935.48943165765,94110.59654629577,166567.5522189279,319568.4596626425,361481.59993376676,203559.4971804232,168274.63861829665,189570.1292528802,152713.70607754122,177168.8128448475
202,190192.76309720395,254161.40872198908,289884.77098926203,127819.98536237986,182260.63519861596,208597.78551391198,155231.4155041817,247442.64016011992,306672.07825807953,518561.4438001161
203,384481.9828098176,119136.99712340516,230472.6188623032,333121.43125451123,212810.3473987527,160371.20882881375,192646.8968268946,86554.18361984758,218516.12451067416,446770.84672746353
204,136635.32491172935,448021.0098321434,257502.70268461056,198627.48079380588,265027.520132939,136951.01474888524,383279.41322404507,167369.5227289989,274170.0106777193,177967.94728610988
205,111508.91967321494,305726.79966327426,185926.33601243372,176043.5187248714,281405.4446448763,224464.08597144895,241501.02449606065,245123.20259287834,209028.17059464433,149727.46268421068
206,192272.81481805022,236621.87040961478,303020.77277055057,310691.31507055403,318580.51630452945,285927.9371389493,273333.1634467012,268910.5755718724,283249.57601945335,276882.34299454256
207,445757.621303885,173364.61231643468,264726.6042214313,302253.3459766391,174880.5566627011,97787.04452135992,296053.4004530956,181318.48402050522,335441.901867952,186676.18637903724
208,293833.9333624665,188409.2745210051,420125.4209566779,277742.4460868224,99051.32728655338,182945.6785534018,163221.17474509295,345575.57569599943,164870.38401481972,179031.18143112218
209,485315.6509172617,281860.4160916216,327427.7163014931,158774.3405169886,198033.72795184984,269594.26726980705,251720.5118975733,265385.02425831626,183246.74487886668,279619.7832299138
210,136990.93944523847,180180.51457911177,363326.7605831853,141276.57680261327,267086.22767629067,159882.60942665313,147620.93101121584,325296.35843975533,410165.579656502,242526.85406084984
211,214238.67305413127,302687.6883375528,292416.5724609081,259588.4735622384,222160.4604822448,241712.42944856232,132184.41301738838,252322.163979171,192490.18625649018,192853.76063689965
212,167620.08576079734,137381.30754432318,71575.38365900531,497686.31268088485,117480.0803873879,137134.35349764337,238217.47062555823,271914.1088266457,139994.40619935593,128024.96229594138
213,151190.926268733,192012.9731648935,346898.76245878986,248846.57575929048,196168.3776028399,369683.83160929324,158653.63007210055,244710.54802859412,345572.8426140507,280752.8966416684
214,146894.4302615098,171887.01214691738,353280.7035168209,453113.6571784877,171424.86268532512,96845.41187995452,144860.47733019633,314962.00113712193,152260.86856890394,231802.54213473859
215,296318.9821060885,202175.58161558615,186921.5400485796,266963.3427489303,203465.5497842734,341024.9204769778,213283.70696770615,208272.49921954982,228801.94301786044,270007.2119116539
216,326623.30701846414,58110.78441179228,186751.17950836974,108840.17496784058,170385.15072423356,126014.49411117584,331044.1947894661,178792.11798610596,84368.44977209193,360884.38649860735
217,436559.41504904866,257251.6747392305,229391.76741569076,99300.85408994518,339147.44650164444,157405.0682007557,26480.58682770504,202942.9537069405,181004.30425931996,252193.11256722262
218,236943.68509449967,219858.9712228719,174198.13011156218,407293.03109414794,172865.86991875598,182033.25145399017,166442.3109634022,294315.6543070418,289469.9818781133,222526.68785623286
219,102701.28843188418,264666.78075442766,508736.0485314795,439793.52878255537,288977.82503613475,218429.75240793158,155006.77609486337,262352.9169281555,139706.8328088107,301373.1406727825
220,609444.541249868,364570.89337620605,92268.67691810186,299036.79064644466,268579.037167764,210316.97209258375,116755.07651640452,159887.75923616905,218013.77405588998,263242.50940982427
221,132006.44269320733,303039.4088467373,103710.93444178141,221464.44221374523,237552.827564355,203173.16311924925,196697.57693052967,294938.64694257453,204935.52243013456,262835.82586261164
222,174174.6888183206,78379.59656928456,309743.0024374691,233232.36995031164,238868.88056507305,177362.42685854572,250222.36149185893,232635.42658457335,416589.4502754101,101918.63977389182
223,387724.1018440678,156008.062291701,157054.53601615963,249012.75535080754,251610.6226481789,275227.47461575107,281586.95832123415,153336.35098914214,57434.087467413614,187637.27245148644
224,80517.69406224918,177432.66191898152,306070.8655892197,233909.22877043672,173786.68259125613,89304.07228707388,194769.40194558774,314718.3031441971,309833.84475346317,310932.5973539408
225,228123.42769119906,158994.58728960232,154552.06662321324,221552.3026229386,207385.37791404966,344343.1854956268,207268.81090847036,235173.47154808207,239469.00228463628,186060.76170377556
226,183908.24005457634,45792.95367201008,214658.73049700595,303779.88683271717,155765.08290842007,155014.46556636825,333408.6900383489,228310.6696023679,189215.39826001474,142447.05214377024
227,204639.83878788518,221786.73632520903,302988.4645417613,187686.94744402828,254447.37130511182,180141.20626842332,281274.8173978645,194219.19196490105,126151.76971526051,253944.445587233
228,197757.5864114055,188857.35933594216,145028.02907176668,97392.2959001374,130543.7713068921,209729.90554379488,243306.78630368185,229510.04154520153,270528.4891175566,255113.48114144875
229,146167.46352965708,104828.14191424234,126439.02435905674,72106.2244694403,386001.22680136346,271293.4288698587,196265.0287611847,181760.8480510436,383686.8168104359,188739.533976636
230,282859.392675146,230093.48745640417,203479.33751200064,149460.68025116483,194670.95502929087,175847.89104434906,157283.38025482843,69920.17298539037,247354.92276243368,113689.70813983763
231,193101.09991701864,242715.78406490904,255359.74743474205,166457.43496399611,127357.83266657789,217532.45097968003,214132.9675489015,262126.75597691006,226733.77340396022,250302.96066979616
232,279846.0825811152,206980.59052880335,221379.22032433303,219087.6867843749,288797.65052883164,247130.9003628813,281844.5172763542,197617.1525171298,86085.7889930461,212076.65509020485
233,69741.30844309472,234183.67931301746,176800.97168089065,301280.29310043284,125372.29657153966,213405.5795786283,388496.0824499678,152630.47957212836,189696.62086143176,218693.07654166064
234,123686.50565569772,85917.5929193188,196692.14795908533,223473.7606484088,226331.04074451159,328355.5181393897,114064.34700702531,373236.9913573431,307049.1666001101,227022.28995701612
235,364411.48861170415,198558.92388039496,316593.0680696187,369090.56458875095,439805.9981945634,127564.69941287587,99530.74258076344,353048.5310600005,86299.96008581512,129489.69422648956
236,311383.97144278896,210110.6405180769,215454.96648954286,163705.46755277156,189907.61971897827,185296.43015366525,130421.3030233506,307519.5108094387,192979.09973786643,155995.39284051245
237,311260.7336517491,524216.11814816005,315495.03740057803,247647.95216433445,220893.56717264766,133041.1647024798,160580.76545620206,103984.94731004705,270206.69897224265,87095.88239176378
238,182125.50120515472,270245.03058157663,239899.55503018224,193537.39376744445,272553.51074900833,294298.55649865867,193900.16537631734,242929.8202487073,207227.36744459753,80995.37392748539
239,143300.4559075979,253294.62090844964,475482.487971717,194810.83562335715,236062.09252056837,259890.01219971268,237436.7392158607,150219.6150400215,98436.93662182736,231243.80477486507
240,135602.91584767937,268143.8384018045,402100.45163528697,276999.62728561927,206999.67675826536,137272.89786366164,232064.1588677328,274582.9065462454,174939.2305324853,181935.06947037205
241,193448.15681511126,295925.62371636933,242837.35953070066,141223.2946511265,157577.3735707577,235774.44995871652,142365.32062045916,249180.65751619235,169805.34488889307,283260.87515574635
242,234434.2617881306,179700.81521207525,379573.4758834598,122400.58902572362,310989.88723116077,316785.1404740863,94811.89081970445,141638.5964309201,265074.12179981655,127293.33590920316
243,242751.08662639937,185848.09740828763,218965.43711852154,333613.2550380068,185365.26220016537,206929.78559533978,238398.69544142624,95183.95483859208,259886.34979747032,213177.8459998101
244,167293.2091708777,162699.2913055253,358880.0106459451,191107.99665610582,192839.87174250992,241832.51614176226,131739.6925052905,55787.1676378515,180126.12056778002,251460.66399559446
245,204125.38312539278,182472.22297455076,232410.34140255378,285416.0279026027,268345.22542450787,220886.6300365541,343991.59156943695,176121.20014554233,349033.0843552076,215064.18546817306
246,323720.45521417214,96735.14551662585,194466.65468958268,202441.97312920864,348981.9395319997,218999.86976352622,217356.88304254826,209863.70305555675,235685.43519734166,218477.94353883137
247,210406.26296087133,60172.317913568695,220545.296036232,208101.03327933425,112376.17958976113,294134.54778143996,256076.48684621672,217327.3574245289,222034.04427868227,141157.0730891456
248,246659.49312788068,311121.89238391304,238331.7526975906,188436.79479204118,133368.5044322097,195001.0448865664,176484.18580522333,264865.22751008463,159792.47340122273,271048.76723514113
249,266987.89484199346,289476.0318672309,193516.07893339096,163536.75397729507,292042.96914031124,217751.1484892996,337030.42887776694,191444.30885647816,132378.09754328686,206431.6239236694
250,189610.40222102051,420437.0661635158,330896.3441472872,249557.79304613208,240276.4494808104,106157.29751118847,161632.1639801504,278597.1007960896,178564.66824343265,161989.35073084093
251,173126.93473932438,247887.9028971366,267080.94601985073,147510.2010949021,99100.71937934111,109842.82462277779,331966.7351591771,134118.01404849306,117637.4532818599,125654.38552428948
252,144144.65355876737,223383.13592684106,251058.24222703362,322948.92025234347,108709.1324271959,395608.7132648639,330659.0788281807,283913.4307946988,137983.78162283084,93701.9047386475
253,334845.98547744035,389768.3818125943,191958.14996399885,224294.45532430732,201924.28887318075,286020.2790443307,175451.3270439707,223393.90338024785,406914.12500275235,97134.50702863399
254,274550.4319397111,299981.9376374937,247649.9068376458,270262.96007066715,100039.70819272328,266547.01247079764,340720.4087170928,17530.62404211417,213840.1458361928,284655.41964824736
255,263533.4859796341,294313.3333109565,170557.2895320329,369360.34651617566,109578.43609789878,275754.8175262385,159920.3652986379,82520.10852453345,165281.5065038265,484901.1937735351
256,239969.050102368,198727.46259535884,136794.844799713,397378.91860893066,243987.9397129863,39553.748785886186,222252.36362604683,120743.73872304348,96578.82195768839,321728.27122949675
257,161359.28081195167,140681.58884261234,252882.58101903673,232076.41928854975,176585.4407674708,239014.47838710668,111678.19810944295,155554.3218730735,213034.33607133297,309151.8467935214
258,149976.69771442947,263755.45718310267,177466.383729782,176328.36053447687,212114.77086189896,326375.1324098924,86237.82283376022,84013.83133110183,171103.82951482153,294481.0119740806
259,239892.0466921943,391901.9767725094,210407.17429569803,254513.56194507054,118940.61572521745,200028.10333006628,291948.47017219843,215115.31492816238,253263.82129316643,155350.5959079475
260,114791.34685766272,220309.53117693076,167905.27705568008,178949.21432672444,256785.04457739918,192009.29202164564,252088.90925741728,192774.77827107641,209274.61734944515,244037.34408826183
261,162542.72935081215,307464.5957299707,200697.79063220057,236162.09599330515,179691.37696363914,177236.85724645556,200166.0767429164,393993.16036906553,197146.75109970747,221797.02893459995
262,239304.6789107268,184511.95704335504,340462.50580505526,384958.5459024515,288578.9694705776,394245.7715438253,138520.26446452568,120204.81509410424,104151.2007223593,158220.73446621466
263,154024.24169705407,259096.90534864523,190793.7724148918,407074.12901342503,216140.17974397866,259459.05867917664,263460.3008290748,211415.41517502893,320222.81022116053,242433.7131773597
264,273910.4081952678,337375.2464519903,198131.44073159006,210598.81802957985,114662.13964526131,104829.49650946524,195560.22882784382,174588.31835060928,391822.58363720286,247326.5138697619
265,248904.42188461946,201877.53231443465,172612.26663378166,173169.36343093845,411777.48879163683,207262.78108704346,248919.13366379729,178792.82313658885,277298.01462676196,403130.31998225686
266,95388.19972217681,105650.49209566777,176328.3266626284,150878.0103209747,113797.005935701,159789.27751694276,345889.19390259846,229928.48456647876,224190.59652673197,273704.71033036977
267,183338.22719749305,286009.1152461731,379523.45061674586,267846.1262092085,207261.32946369416,313049.24907595105,138681.62297240453,207254.31414664586,156747.15868797098,167171.0134315887
268,120256.9113430678,285751.8955855928,172344.16708786847,111571.63126432769,223709.4462348858,151180.00343943218,165819.102250115,238783.96297473536,325869.6048864339,221856.83840525526
269,295845.68286966847,402498.1191785184,222654.40138722915,247110.33909518644,183109.21481248527,367263.368940151,159672.16362818633,150604.35043977198,476374.8074850707,189834.48172296732
270,177303.77811613312,218023.96613485983,185241.31371428183,314792.9886102524,35828.11493847473,90708.9888038146,331520.564375172,210625.1008785122,128455.37949311433,216901.0386196433
271,250882.43702625306,240863.31145259048,338727.8415281029,213589.09550052826,299471.4615842102,288048.87282202777,289009.1731384594,322504.5502205937,99477.99150822613,161850.98008792583
272,375664.1692906153,271381.55645546305,187047.85791522078,327656.2221835599,151587.3171959681,104475.11417530284,214974.9607923485,261520.7348782568,149783.57898561624,273245.47316578566
273,274721.6743936029,143197.74066133285,188711.56398993882,388395.14071230777,57566.225186732154,358744.8552507515,298941.09211812826,179425.50607383862,175438.666155924,190738.76159240308
274,211466.71344486944,336792.554530718,126635.71675695051,175089.6795377404,330448.7906392738,233976.3777277349,248703.15677826141,174325.63550070627,215151.64265799016,287868.0649100853
275,207348.81885912895,295208.3331394921,374369.17339685105,152247.25765235914,193966.50928292266,236934.86743506952,104344.83634669418,188592.2954976092,274786.8369926426,151595.598086245
276,182611.42543794334,265587.2373344115,282453.14822989365,255253.0268951158,203622.32442946927,165939.16357522103,153470.16754964803,312758.4604369585,320068.5823147864,314407.28876231547
277,169726.50068461,81591.42133624159,332491.69592614524,267645.32771003875,197441.41096612636,122068.28334591545,80241.96763214213,332812.4301432895,165290.8625385237,214239.4632769818
278,310007.1599508342,492249.45867983915,177829.35611688733,96750.76928655135,230925.0366037205,362077.5582418575,120977.38704043694,114049.76914644838,210386.64119388015,266406.23294061224
279,230077.6560853724,251931.54730994825,350280.483329614,183030.35239065267,315541.24656652124,132620.75428382037,205123.4651383257,409562.19081338384,242470.5835781879,149287.8591793697
280,145523.67910366767,215770.71148093973,217405.91545377712,253629.70314100338,143853.48421203662,275100.90443292627,434347.59340700955,308941.97046666674,228875.58710999193,259510.4111018819
281,68174.26439466007,75323.94479078356,231300.80593331394,292550.6873112491,238581.61203001553,173658.38122553224,116234.78646029101,426880.5649657455,136053.55876016337,211895.7547647123
282,225690.91896263632,154884.77661005626,231579.4830911297,39382.28709594743,84911.28870500467,134629.25279028644,117437.28612895988,377807.05481855344,157164.08020519215,147472.55140796775
283,257126.37131809012,268101.2596944424,248256.39688735627,125059.17146953504,98833.7422942861,233966.0711820707,177529.90311920413,219442.84585148588,159570.76891789955,237099.12452848494
284,256514.09799563844,186582.43304881797,168270.0822501593,154219.56447177526,204416.2149969232,185965.43335576667,251548.47662603293,176340.36889025458,94284.23356305166,440917.893042739
285,319593.97040840494,191233.91926902859,200701.0098810458,155220.986742555,82089.88673968997,342230.5303472445,105036.40067268285,161999.11676181733,276739.19994167006,283363.52684340277
286,261688.7233375875,372019.2044140996,126888.86385040481,287916.3927849035,307933.46197329694,420711.9065383333,192875.75144170094,163032.05745271634,309087.2565209121,196253.07449427634
287,135141.4656017418,255492.5785528118,203123.92926822524,200187.21377190753,168885.6931470039,167218.9438360423,486999.0936050947,149927.90389952163,369776.12683774985,269609.3945670519
288,166127.46434214312,217123.685803216,214695.08749635066,125023.33577406136,223943.64304074028,154138.4454771665,232470.0675873127,226041.88953833,261364.96317486936,102965.87726094795
289,243318.52044912928,175654.37883852597,263880.75971570483,284455.6910838482,258523.97263745926,250438.14115043142,319807.0874140309,182545.35925452466,196349.93232031868,278025.9062055242
290,182831.94315388033,209691.96192658978,154417.55678412304,229507.91465094715,49026.616520617965,121951.00871453623,217400.1050017982,360103.3464321575,110637.85199240333,255400.96747879378
291,346317.0988815613,205617.5757743617,266183.89967094956,195354.49038512187,144766.20285225156,212835.5863557304,95580.20192388189,218357.63532964658,267822.5283642316,139623.3913674098
292,307949.2217299291,231269.67816684916,165838.07310926367,373821.2242042715,357069.19720241654,191856.74245648333,330520.7148553692,236767.2271407306,281465.6116308221,239693.92283761682
293,254457.36003276918,286834.03045188717,214213.0544477907,144879.54474463774,214518.73773699018,260001.24068365118,249221.05224129616,254072.12189665667,173452.21857051057,245007.90193556485
294,316022.61847461876,176416.96715572197,248360.49440642915,264901.8329323147,202562.5090816181,190097.70718077844,315886.1418362338,202782.54148091437,253027.28626214655,122311.13917223738
295,245053.83931452257,201553.3463458002,217792.4190317993,223891.3295253626,165533.48069194105,178537.94203741036,232725.67132867587,131678.24046663562,240100.505316572,369945.5652114317
296,247865.44955723692,315512.1254865665,145368.08978474222,263625.77204452566,210459.0304047161,188030.10807184363,185450.15157873562,94068.08692939456,155150.96104054648,209538.9031781351
297,175228.78286371846,250248.74747137437,197349.47579126863,301553.66713306296,199489.52134627308,231553.51205712566,114510.76450499537,137384.3793209116,297800.0158160537,313179.0572783352
298,393010.22352102824,267037.43105212617,304818.405325362,230912.05367009368,272705.74852820125,156083.43594224844,307467.5601303203,134330.302536325,139912.52767250032,278205.7665167098
299,363236.8883106058,162971.60880785287,178740.8395904371,201166.40099218613,290482.7992139353,172850.18578295206,222534.4057831287,192980.0202406459,196564.1260628269,159837.3033612342
300,226324.26571488008,114087.87728286913,185568.5206507921,324898.44185392273,198248.54666723157,246113.5057339463,177395.60189907128,177745.32138011442,274756.1799923045,193725.93233317006
301,308262.01618630224,72420.8423027538,285334.4322721002,205092.31704043475,260633.3110864767,302573.5141689256,213651.94720071834,221160.12168451745,203608.0109672448,144456.31094152902
302,253286.27759123643,275533.579087176,121048.81617212709,273358.3451478081,127502.19865402736,226850.0053578098,196118.0415985318,329252.0500701607,250236.79913680672,240283.40783278868
303,157135.33215385623,288999.7016333884,162477.19883333982,128261.73582352114,242071.4743853203,174797.0636810267,312971.077737015,283591.1411215643,94082.53510446919,231786.90932465903
304,163182.5474408666,406609.9639773958,316081.49276346667,192159.75215817892,202696.66973404965,216958.02621308406,248171.11530126753,278886.1296672128,207974.08528173936,220610.217265854
305,265650.64404934883,341327.06804637954,257973.05458946223,204622.90753245045,278006.76682262763,335587.8385744791,297149.7226218586,189306.19486784504,157159.06046757428,422080.281664572
306,202451.32490267957,211590.84683291367,282316.786726558,122926.01461010036,147378.7897175271,176190.84929591735,187828.05725711965,138150.08334622672,301445.62249757024,275387.81190728315
307,435007.71301945613,236788.26993770647,223046.5822493925,416020.04985233594,139845.9575602794,131126.81602233008,223207.97202508245,242097.71633340925,134405.14961555792,291258.2011518336
308,208524.15660854633,245033.8801672039,213898.83034511548,147829.72099031456,231988.82689934538,241865.7194709351,201087.90643473738,366940.29458724696,209911.57721549118,290578.6757165438
309,130228.85368726787,368981.9425384532,260113.6154362167,222116.0916516621,209334.20506126725,242786.0188281854,201083.5443983542,177269.9067768053,194883.48444415664,124902.83304108113
310,323872.28975897044,261878.49514291875,243766.6993361854,176396.66915129207,222553.32896880942,185830.0540917243,310132.7699646887,267711.7153547311,201852.13358749816,377092.41125772963
311,374614.0135284497,145383.23735870517,81662.36825426584,163366.09970378474,317047.1303054143,84436.09051097336,174774.1622426066,290384.1949811107,196613.30072413175,203204.63486373617
312,235675.87686010994,161219.35056496918,319483.1858939751,239784.09548782802,128281.58100620305,213517.98927528807,93495.23874879979,246981.8662954949,200995.90649067666,303295.47584606986
313,197831.82730012573,171911.47491993802,281576.1261230835,150498.24887568757,118085.02027686419,197684.61786615138,100665.60791610778,252555.9226183521,230118.159423239,501369.46497541136
314,250266.74498266098,261741.8363713079,136687.4466391083,184111.17016303513,98493.8235509877,182486.4269509498,290362.9873382013,274158.911075609,275755.94781677285,155362.03526599082
315,173619.0103828124,157865.40144781224,109889.16495607138,283325.8896665429,245228.63320781346,251503.63257794606,120120.45340691626,201845.88547402306,286852.9851622047,165996.15816375593
316,165192.7416071657,342257.9019050138,259992.16641579397,257347.41721587145,238401.96502975587,215747.24610211528,262609.8843930742,166181.4312181612,166424.9323680086,212548.38773822575
317,103993.4940208118,89065.19092170255,267227.1707603051,298526.79481191415,321670.5724346881,246978.7996956946,157907.16943238216,340716.5176426504,233893.36091599928,273302.3971170016
318,103790.10605994338,215789.35019684586,234124.44133501122,138793.25982639223,327274.02248876495,166733.86309454573,242358.89281449764,204040.53953969365,162469.63800506506,152802.91978975898
319,184040.93698080155,129197.06422497531,250722.490714325,301177.3769560255,244595.58134458246,397691.18586158066,199571.89606315625,246718.7774876026,315303.06888634484,197655.8536859599
320,137393.0180801996,217444.29768237873,173753.17709872086,268101.9713450915,189743.4330244317,205968.3296353111,212907.32509082562,482376.3597494334,278364.27806567354,255611.55966370704
321,140567.55928828692,268837.1396827089,200704.5100124691,291707.4440660787,281182.2528085574,123979.0527212723,163784.87942495747,199646.66635133568,242514.60089963366,214675.63633453738
322,210080.59178943216,336601.76303648675,388924.04618241405,224742.64317040244,352568.6048862637,114121.9331207102,207645.4683728265,341688.7855543925,188880.01720538473,151855.51224201405
323,237485.57253162438,165356.20076355082,262553.9222209638,213950.14098949148,162851.0960547771,292459.1765477163,146485.88650885838,218594.40596041083,175985.18030270998,149609.98929600033
324,199461.86171701955,243780.36243489798,142267.21753375285,127259.35404759305,348620.71311708866,312763.1619446253,239935.34888726275,229758.95062734553,376321.2069556231,124369.75042690379
325,126213.70303561838,232727.33432881747,252597.33599275126,163074.69116980268,194925.33150758734,280709.7529554466,213999.04529210948,322822.0179755833,121344.52584690928,149546.7792676671
326,122951.50085140148,151944.7688883334,124104.0742019287,199517.36343841683,320754.450830042,55114.53588039298,189487.56734492863,265203.3290283873,318540.9563587717,323899.99099055445
327,277451.5732799139,211281.76180062903,232753.7625957532,357620.10973479773,68985.11236754476,325950.24034714274,109291.29527774152,202385.46802139597,162968.37744838634,155502.80863689937
328,166562.51243004602,163539.75280172643,153626.70270073338,136079.178243738,288115.68643356324,181209.21679576457,143769.7200368272,151663.44576652185,247250.10616695532,239462.1118753419
329,249533.9227531592,266203.3307216626,309112.1176275566,158309.85555586917,331244.69287934713,181969.70292240236,457019.18231018004,176749.79644925994,269595.5159378003,126093.71011447508
330,370257.9801729323,86408.97550286313,204759.96526443044,172377.3322775039,137442.12360339446,137745.71908286674,105243.81412594212,302010.3124021634,119789.96645712691,210170.2612050001
331,235181.23868123413,446444.8259753065,347957.48015671433,156232.49665862613,151172.15435839343,289038.4239854438,209768.66473945533,269312.9082337932,311876.7521397889,352439.39923748444
332,192832.7799346803,235585.0530366533,126304.02141695563,188272.71878859197,165643.70489981445,317531.9793847891,268270.4243510626,164025.24293493532,282819.518146477,324485.25163621415
333,58629.43252529975,145581.59728034114,147869.92090790195,407877.68467547616,163910.692553396,210553.23437354865,109827.75663579046,312370.1695599372,195786.39566107956,220345.1755061462
334,304941.2704390807,225141.58601279615,238732.48517041752,180848.89931023587,253086.9799274267,219689.04973833807,274092.3357316812,343955.3022198668,283631.7347855253,217009.96484545077
335,172402.46688872378,322229.09966299846,113878.63596425072,314533.1418955276,217017.98428217796,221952.57891105572,333085.0117247696,257620.75591288338,176556.30364058097,145205.256562354
336,230726.13584265762,134569.3215100332,104908.66881267681,324378.5709843301,235415.5610980137,189537.93187102265,209814.42300268388,273117.8987741744,221534.20832129283,322761.6287052932
337,266089.3757456633,236666.96823234152,124800.09345284908,239817.55149435595,191056.63884822486,95327.89931567645,237224.02234318148,182334.56642348666,157440.93662028824,114532.98265974122
338,251165.66842109658,192977.31810569682,399772.5121136557,60956.5286662236,130001.26453732478,254081.08444716624,76792.54718604276,146601.84598834626,266117.45430591865,266209.8946491733
339,253147.69802247183,233386.36847287617,301881.1563719527,214136.6522344495,206666.48854495626,213383.41577739234,426649.1260438181,215431.8482898302,133923.2409678231,375509.65717966226
