,0,1,2,3
0,1,0,0.0,0.028
1,1,2,0.034,0.062
2,1,1,0.062,0.162
3,1,6,0.162,0.242
4,2,4,0.031,0.111
5,2,5,0.114,0.194
6,2,3,0.194,0.274
