,0,1,2,3,4,5,6,7,8
0,91.178,86.6132,92.3027,72.0826,65.6165,65.0723,62.5761,61.7745,61.4129
1,89.961,86.2245,92.1478,64.9978,64.6854,64.8531,61.3591,61.39,61.2589
2,63.9152,88.3502,85.3596,61.3559,64.0702,64.2624,60.5694,61.0099,61.1143
3,60.6133,63.3042,88.6937,60.3327,61.0037,63.6674,60.1811,60.3682,60.7465
