,0
0,111902.68543571614
1,154439.67321777646
2,136482.85894753214
3,134647.63259263604
4,195752.86005147433
5,117749.5564632186
6,64688.64263042656
7,126363.86273704487
8,211032.69579551398
9,83428.97799029216
10,120173.88097209472
11,138223.3807800146
12,151987.72806866755
13,108924.47494957683
14,84946.55251045659
15,202957.16400820142
16,124057.15675347729
17,83517.72096722468
18,117037.14618137521
19,137709.4318579057
20,153440.9755793621
21,159374.60864094037
22,110807.63369477181
23,103445.90765241068
24,100806.12715603737
25,161860.62962471633
26,92406.34079243758
27,136392.95755253622
28,156582.7887787139
29,167098.92353901058
30,131782.27754762024
31,87341.8192996578
32,147053.8749620113
33,87005.8967758011
34,130116.71799404816
35,192919.18289802273
36,155543.11949853651
37,111838.85142019916
38,95119.91309463765
39,143372.96627988433
40,149505.53230366483
41,110541.12570552508
42,92347.47368358856
43,123846.25008534714
44,166107.54117263693
45,120480.9729674828
46,165228.3083699139
47,108097.69630473234
48,115600.24626586592
49,110228.76877411759
50,165106.9943155589
51,70211.3219158425
52,157961.52112825552
53,155838.95580065288
54,100555.53350872462
55,106719.29028052934
56,156859.99743826583
57,86656.42442206701
58,155874.1318386846
59,84422.9250034592
60,130338.9058900175
61,117579.82236592715
62,142320.65066514205
63,139260.3595089929
64,107641.74902366189
65,233757.7978816349
66,202023.0187722555
67,65917.34396829816
68,82752.71542925149
69,165186.34909413574
70,135307.44371828646
71,175355.14428625978
72,159334.92563145107
73,154576.28369998673
74,175498.85465379327
75,122632.07887456917
76,152647.1071974013
77,109190.78008163914
78,226728.85226435936
79,125487.35033122444
80,62886.444286670136
81,137440.3069767711
82,123905.66148386325
83,112452.05846720454
84,86685.46039755503
85,115063.20969555035
86,169961.6956042379
87,142205.86998731236
88,153758.58300591752
89,120891.0805865971
90,134825.37724969993
91,137554.8709959793
92,113805.90400972754
93,103209.09602683879
94,90608.45329111235
95,126224.90844222388
96,150191.33080373483
97,91408.42683398194
98,77624.82006696812
99,113002.56242911756
100,166375.1634296201
101,123348.94198333296
102,124079.93162719584
103,124804.21155240524
104,139677.57201136329
105,150758.31832121394
106,153397.2159062925
107,135668.44096409858
108,114911.53474313869
109,109509.44088875603
110,113240.86665170096
111,139625.83145689545
112,91161.156453589
113,89828.68821377898
114,110036.24334019335
115,131033.05404939258
116,133048.20500920838
117,99148.99140641578
118,192104.05234742345
119,115872.59785824885
120,56785.58968790406
121,189185.09800388938
122,100118.82148879397
123,125980.62224220343
124,78834.906994247
125,145606.69637680321
126,76914.95417446729
127,134876.15458647272
128,93124.05664936226
129,180078.9484153283
130,109114.02692279438
131,184418.96357772342
132,127952.9738335949
133,157824.48929471392
134,185091.86494132548
135,124853.81894010384
136,112940.75849577482
137,112433.5113302893
138,97590.33116808743
139,203591.93948342698
140,108392.52173844006
141,103850.466275414
142,135223.71850619267
143,169114.90675752785
144,145851.31567139
145,159068.59253434156
146,91222.62597928397
147,107413.44694952015
148,112741.51028669762
149,149927.8997807408
150,211094.48170667503
151,109563.57542460266
152,114612.7667448307
153,141207.97838924668
154,99240.72933438336
155,116861.04829222424
156,107754.7305482653
157,111262.17572248908
158,109352.507890656
159,114081.47820305574
160,88745.47727612188
161,98557.5786178987
162,160906.22381631262
163,119121.41306102918
164,88745.19211512237
165,95364.18894061737
166,103177.93680235892
167,110274.21511025223
168,126498.50690284844
169,58540.14199241731
170,94361.66396781724
171,120240.78841740255
172,174075.94683407887
173,119795.5885660047
174,113007.01617360605
175,95725.31686362653
176,122114.95899707582
177,106112.57076281299
178,157783.28149697575
179,104678.61346412388
180,148986.8762965683
181,117911.57958494991
182,149010.87386561025
183,157764.9473012793
184,151428.59753556986
185,97204.77477447504
186,121747.28533787532
187,153352.74272917857
188,141617.9842672284
189,95517.95511008665
190,158200.05504379864
191,125004.00714794513
192,93121.01290473324
193,70110.59372727651
194,172453.73001104273
195,156592.9051541203
196,208988.44290054234
197,90238.04196828633
198,138673.81527111906
199,123339.95010909434
200,170179.3120816299
201,141530.11523356644
202,130336.80650299904
203,91481.76296925246
204,105766.8788221854
205,220752.6461521447
206,117310.88876121145
207,66311.41690527007
208,116763.65351232408
209,98524.60655928375
210,102649.74776959867
211,83890.17751485272
212,165631.11537180215
213,107336.74247055771
214,156959.60463838145
215,157960.18935428944
216,187372.47060778685
217,87668.53019127874
218,95504.79244722196
219,149305.08799239385
220,93789.68683525223
221,117382.03809111718
222,116431.85375198013
223,165750.92507893775
224,185557.7298441006
225,136334.38705026644
226,84529.32897542708
227,139487.9666848045
228,107774.81536435537
229,170520.2569413585
230,107648.54281380212
231,122270.47699250514
232,119596.82330272338
233,159329.44440088334
234,84696.9423773287
235,127793.50324596676
236,183178.13560544213
237,140080.1809990717
238,162538.2948165947
239,141747.78190683425
240,99046.64660529778
241,64582.75637966142
