time	Core_1,1	Core_1,2
0.483	47.816	45.1776
0.4835	47.8163	45.1778
0.484	47.8165	45.178
0.4845	47.8168	45.1781
0.485	47.817	45.1783
0.4855	47.8172	45.1785
0.486	47.8175	45.1787
0.4865	47.8177	45.1788
0.487	47.8179	45.179
0.4875	47.8181	45.1792
0.488	47.8183	45.1793
0.4885	47.8186	45.1795
0.489	47.8188	45.1796
0.4895	47.819	45.1798
0.49	47.8192	45.18
0.4905	47.8194	45.1801
0.491	47.8196	45.1803
0.4915	47.8198	45.1804
0.492	47.82	45.1806
0.4925	47.8202	45.1807
0.493	47.8204	45.1809
0.4935	47.8206	45.181
0.494	47.8208	45.1812
0.4945	47.8209	45.1813
0.495	47.8211	45.1815
0.4955	47.8213	45.1816
0.496	47.8215	45.1817
0.4965	47.8217	45.1819
0.497	47.8218	45.182
0.4975	47.822	45.1822
0.498	47.8222	45.1823
0.4985	47.8224	45.1824
0.499	47.8225	45.1826
0.4995	47.8227	45.1827
0.5	47.8229	45.1828
0.5005	47.823	45.183
0.501	47.8232	45.1831
0.5015	47.8233	45.1832
0.502	47.8235	45.1833
0.5025	47.8237	45.1835
0.503	47.8238	45.1836
0.5035	47.824	45.1837
0.504	47.8241	45.1838
0.5045	47.8243	45.184
0.505	47.8244	45.1841
0.5055	47.8246	45.1842
0.506	47.8247	45.1843
0.5065	47.8248	45.1844
0.507	47.825	45.1846
0.5075	47.8251	45.1847
0.508	47.8253	45.1848
0.5085	47.8254	45.1849
0.509	47.8255	45.185
0.5095	47.8257	45.1851
0.51	47.8258	45.1852
0.5105	47.8259	45.1854
0.511	47.8261	45.1855
0.5115	47.8262	45.1856
0.512	47.8263	45.1857
0.5125	47.8265	45.1858
0.513	47.8266	45.1859
0.5135	47.8267	45.186
0.514	47.8268	45.1861
0.5145	47.827	45.1862
0.515	47.8271	45.1863
0.5155	47.8272	45.1864
0.516	47.8273	45.1865
0.5165	47.8275	45.1866
0.517	47.8276	45.1867
0.5175	47.8277	45.1868
0.518	47.8278	45.1869
0.5185	47.8279	45.187
0.519	47.828	45.1871
0.5195	47.8282	45.1872
0.52	47.8283	45.1873
0.5205	47.8284	45.1874
0.521	47.8285	45.1875
0.5215	47.8286	45.1876
0.522	47.8287	45.1877
0.5225	47.8288	45.1878
0.523	47.8289	45.1879
0.5235	47.829	45.188
0.524	47.8292	45.1881
0.5245	47.8293	45.1882
0.525	47.8294	45.1883
0.5255	47.8295	45.1883
0.526	47.8296	45.1884
0.5265	47.8297	45.1885
0.527	47.8298	45.1886
0.5275	47.8299	45.1887
0.528	47.83	45.1888
0.5285	47.8301	45.1889
0.529	47.8302	45.189
0.5295	47.8303	45.189
0.53	47.8304	45.1891
0.5305	47.8305	45.1892
0.531	47.8306	45.1893
0.5315	47.8307	45.1894
0.532	47.8308	45.1895
0.5325	47.8309	45.1895
0.533	47.831	45.1896
0.5335	47.8311	45.1897
0.534	47.8312	45.1898
0.5345	47.8313	45.1899
0.535	47.8313	45.1899
0.5355	47.8314	45.19
0.536	47.8315	45.1901
0.5365	47.8316	45.1902
0.537	47.8317	45.1903
0.5375	47.8318	45.1903
0.538	47.8319	45.1904
0.5385	47.832	45.1905
0.539	47.8321	45.1906
0.5395	47.8322	45.1907
0.54	47.8322	45.1907
0.5405	47.8323	45.1908
0.541	47.8324	45.1909
0.5415	47.8325	45.191
0.542	47.8326	45.191
0.5425	47.8327	45.1911
0.543	47.8328	45.1912
0.5435	47.8329	45.1913
0.544	47.8329	45.1913
0.5445	47.833	45.1914
0.545	47.8331	45.1915
0.5455	47.8332	45.1915
0.546	47.8333	45.1916
0.5465	47.8334	45.1917
0.547	47.8334	45.1918
0.5475	47.8335	45.1918
0.548	47.8336	45.1919
0.5485	47.8337	45.192
0.549	47.8338	45.192
0.5495	47.8338	45.1921
0.55	47.8339	45.1922
0.5505	47.834	45.1922
0.551	47.8341	45.1923
0.5515	47.8342	45.1924
0.552	47.8342	45.1924
0.5525	47.8343	45.1925
0.553	47.8344	45.1926
0.5535	47.8345	45.1927
0.554	47.8346	45.1927
0.5545	47.8346	45.1928
0.555	47.8347	45.1929
0.5555	47.8348	45.1929
0.556	47.8349	45.193
0.5565	47.8349	45.1931
0.557	47.835	45.1931
0.5575	47.8351	45.1932
0.558	47.8352	45.1932
0.5585	47.8352	45.1933
0.559	47.8353	45.1934
0.5595	47.8354	45.1934
0.56	47.8355	45.1935
0.5605	47.8355	45.1936
0.561	47.8356	45.1936
0.5615	47.8357	45.1937
0.562	47.8358	45.1938
0.5625	47.8358	45.1938
0.563	47.8359	45.1939
0.5635	47.836	45.1939
0.564	47.8361	45.194
0.5645	47.8361	45.1941
0.565	47.8362	45.1941
0.5655	47.8363	45.1942
0.566	47.8363	45.1943
0.5665	47.8364	45.1943
0.567	47.8365	45.1944
0.5675	47.8366	45.1944
0.568	47.8366	45.1945
0.5685	47.8367	45.1946
0.569	47.8368	45.1946
0.5695	47.8368	45.1947
0.57	47.8369	45.1947
0.5705	47.837	45.1948
0.571	47.837	45.1949
0.5715	47.8371	45.1949
0.572	47.8372	45.195
0.5725	47.8373	45.195
0.573	47.8373	45.1951
0.5735	47.8374	45.1952
0.574	47.8375	45.1952
0.5745	47.8375	45.1953
0.575	47.8376	45.1953
0.5755	47.8377	45.1954
0.576	47.8377	45.1955
0.5765	47.8378	45.1955
0.577	47.8379	45.1956
0.5775	47.8379	45.1956
0.578	47.838	45.1957
0.5785	47.8381	45.1957
0.579	47.8381	45.1958
0.5795	47.8382	45.1959
0.58	47.8383	45.1959
0.5805	47.8383	45.196
0.581	47.8384	45.196
0.5815	47.8385	45.1961
0.582	47.8385	45.1961
0.5825	47.8386	45.1962
0.583	47.8387	45.1963
0.5835	47.8387	45.1963
0.584	47.8388	45.1964
0.5845	47.8389	45.1964
0.585	47.8389	45.1965
0.5855	47.839	45.1965
0.586	47.8391	45.1966
0.5865	47.8391	45.1966
0.587	47.8392	45.1967
0.5875	47.8393	45.1968
0.588	47.8393	45.1968
0.5885	47.8394	45.1969
0.589	47.8394	45.1969
0.5895	47.8395	45.197
0.59	47.8396	45.197
0.5905	47.8396	45.1971
0.591	47.8397	45.1971
0.5915	47.8398	45.1972
0.592	47.8398	45.1973
0.5925	47.8399	45.1973
0.593	47.84	45.1974
0.5935	47.84	45.1974
0.594	47.8401	45.1975
0.5945	47.8401	45.1975
0.595	47.8402	45.1976
0.5955	47.8403	45.1976
0.596	47.8403	45.1977
0.5965	47.8404	45.1977
0.597	47.8405	45.1978
0.5975	47.8405	45.1978
0.598	47.8406	45.1979
0.5985	47.8407	45.198
0.599	47.8407	45.198
0.5995	47.8408	45.1981
0.6	47.8408	45.1981
0.6005	47.8409	45.1982
0.601	47.841	45.1982
0.6015	47.841	45.1983
0.602	47.8411	45.1983
0.6025	47.8411	45.1984
0.603	47.8412	45.1984
0.6035	47.8413	45.1985
0.604	47.8413	45.1985
0.6045	47.8414	45.1986
0.605	47.8415	45.1986
0.6055	47.8415	45.1987
0.606	47.8416	45.1987
0.6065	47.8416	45.1988
0.607	47.8417	45.1988
0.6075	47.8418	45.1989
0.608	47.8418	45.199
0.6085	47.8419	45.199
0.609	47.8419	45.1991
0.6095	47.842	45.1991
0.61	47.8421	45.1992
0.6105	47.8421	45.1992
0.611	47.8422	45.1993
0.6115	47.8422	45.1993
0.612	47.8423	45.1994
0.6125	47.8424	45.1994
0.613	47.8424	45.1995
0.6135	47.8425	45.1995
0.614	47.8425	45.1996
0.6145	47.8426	45.1996
0.615	47.8427	45.1997
0.6155	47.8427	45.1997
0.616	47.8428	45.1998
0.6165	47.8428	45.1998
0.617	47.8429	45.1999
0.6175	47.843	45.1999
0.618	47.843	45.2
0.6185	47.8431	45.2
0.619	47.8431	45.2001
0.6195	47.8432	45.2001
0.62	47.8433	45.2002
0.6205	47.8433	45.2002
0.621	47.8434	45.2003
0.6215	47.8434	45.2003
0.622	47.8435	45.2004
0.6225	47.8435	45.2004
0.623	47.8436	45.2005
0.6235	47.8437	45.2005
0.624	47.8437	45.2006
0.6245	47.8438	45.2006
0.625	47.8438	45.2007
0.6255	47.8439	45.2007
0.626	47.844	45.2008
0.6265	47.844	45.2008
0.627	47.8441	45.2009
0.6275	47.8441	45.2009
0.628	47.8442	45.201
0.6285	47.8443	45.201
0.629	47.8443	45.2011
0.6295	47.8444	45.2011
0.63	47.8444	45.2012
0.6305	46.7723	45.1978
0.631	46.2436	45.1923
0.6315	45.9554	45.1869
0.632	45.7815	45.1819
0.6325	45.6657	45.1771
0.633	45.5821	45.1725
0.6335	45.5181	45.1681
0.634	45.4673	45.1638
0.6345	45.4262	45.1597
0.635	45.3923	45.1558
0.6355	45.3642	45.1522
0.636	45.3406	45.1489
0.6365	45.3208	45.1458
0.637	45.304	45.143
0.6375	45.2896	45.1404
0.638	45.2772	45.138
0.6385	45.2665	45.1358
0.639	45.2572	45.1338
0.6395	45.249	45.132
0.64	45.2417	45.1303
0.6405	45.2352	45.1287
0.641	45.2294	45.1273
0.6415	45.224	45.1259
0.642	45.2191	45.1246
0.6425	45.2146	45.1234
0.643	45.2104	45.1223
0.6435	45.2065	45.1212
0.644	45.2028	45.1201
0.6445	45.1993	45.1191
0.645	45.196	45.1182
0.6455	45.1928	45.1172
0.646	45.1898	45.1163
0.6465	45.1868	45.1154
0.647	45.184	45.1145
0.6475	45.1813	45.1137
0.648	45.1786	45.1128
0.6485	45.1761	45.112
0.649	45.1736	45.1112
0.6495	45.1711	45.1104
0.65	45.1688	45.1096
0.6505	45.1665	45.1088
0.651	45.1642	45.108
0.6515	45.162	45.1072
0.652	45.1599	45.1064
0.6525	45.1578	45.1056
0.653	45.1557	45.1049
0.6535	45.1537	45.1041
0.654	45.1517	45.1033
0.6545	45.1498	45.1026
0.655	45.1479	45.1018
0.6555	45.1461	45.1011
0.656	45.1443	45.1004
0.6565	45.1425	45.0996
0.657	45.1407	45.0989
0.6575	45.139	45.0982
0.658	45.1374	45.0975
0.6585	45.1357	45.0968
0.659	45.1341	45.0961
0.6595	45.1325	45.0954
0.66	45.131	45.0947
0.66	45.131	45.0947
0.6605	45.9157	45.0965
0.661	46.302	45.0999
0.6615	46.512	45.1032
0.662	46.6381	45.1063
0.6625	46.7216	45.1091
0.663	46.7817	45.1119
0.6635	46.8273	45.1145
0.664	46.8632	45.117
0.6645	46.8921	45.1194
0.665	46.9157	45.1216
0.6655	46.9351	45.1237
0.666	46.9512	45.1256
0.6665	46.9646	45.1272
0.667	46.9758	45.1287
0.6675	46.9852	45.1301
0.668	46.9932	45.1312
0.6685	47	45.1323
0.669	47.0057	45.1332
0.6695	47.0107	45.134
0.67	47.0151	45.1347
0.6705	47.0188	45.1353
0.671	47.0222	45.1358
0.6715	47.0251	45.1363
0.672	47.0278	45.1367
0.6725	47.0302	45.1371
0.673	47.0323	45.1374
0.6735	47.0343	45.1377
0.674	47.0362	45.138
0.6745	47.0379	45.1382
0.675	47.0395	45.1385
0.6755	47.041	45.1387
0.676	47.0424	45.1389
0.6765	47.0438	45.1391
0.677	47.0451	45.1392
0.6775	47.0463	45.1394
0.678	47.0475	45.1396
0.6785	47.0487	45.1397
0.679	47.0498	45.1399
0.6795	47.0508	45.1401
0.68	47.0519	45.1402
0.6805	47.0529	45.1404
0.681	47.0539	45.1406
0.6815	47.0548	45.1407
0.682	47.0558	45.1409
0.6825	47.0567	45.141
0.683	47.0576	45.1412
0.6835	47.0584	45.1414
0.684	47.0593	45.1415
0.6845	47.0601	45.1417
0.685	47.0609	45.1419
0.6855	47.0617	45.142
0.686	47.0625	45.1422
0.6865	47.0633	45.1424
0.687	47.064	45.1426
0.6875	47.0647	45.1427
0.688	47.0654	45.1429
0.6885	47.0661	45.1431
0.689	47.0668	45.1433
0.6895	47.0675	45.1434
0.69	47.0681	45.1436
0.6905	47.0688	45.1438
0.691	47.0694	45.144
0.6915	47.07	45.1441
0.692	47.0706	45.1443
0.6925	47.0712	45.1445
0.693	47.0718	45.1447
0.6935	47.0724	45.1449
0.694	47.073	45.1451
0.6945	47.0735	45.1452
0.695	47.074	45.1454
0.6955	47.0746	45.1456
0.696	47.0751	45.1458
0.6965	47.0756	45.146
0.697	47.0761	45.1461
0.6975	47.0766	45.1463
0.698	47.0771	45.1465
0.6985	47.0775	45.1467
0.699	47.078	45.1468
0.6995	47.0784	45.147
0.7	47.0789	45.1472
0.7005	47.0793	45.1474
0.701	47.0797	45.1475
0.7015	47.0802	45.1477
0.702	47.0806	45.1479
0.7025	47.081	45.1481
0.703	47.0814	45.1482
0.7035	47.0818	45.1484
0.704	47.0822	45.1486
0.7045	47.0825	45.1488
0.705	47.0829	45.1489
0.7055	47.0833	45.1491
0.706	47.0836	45.1493
0.7065	47.084	45.1494
0.707	47.0843	45.1496
0.7075	47.0846	45.1497
0.708	47.085	45.1499
0.7085	47.0853	45.1501
0.709	47.0856	45.1502
0.7095	47.0859	45.1504
0.71	47.0862	45.1505
0.7105	47.0865	45.1507
0.711	47.0868	45.1509
0.7115	47.0871	45.151
0.712	47.0874	45.1512
0.7125	47.0877	45.1513
0.713	47.088	45.1515
0.7135	47.0883	45.1516
0.714	47.0885	45.1518
0.7145	47.0888	45.1519
0.715	47.089	45.1521
0.7155	47.0893	45.1522
0.716	47.0896	45.1523
0.7165	47.0898	45.1525
0.717	47.09	45.1526
0.7175	47.0903	45.1528
0.718	47.0905	45.1529
0.7185	47.0907	45.153
0.719	47.091	45.1532
0.7195	47.0912	45.1533
0.72	47.0914	45.1535
0.7205	47.0916	45.1536
0.721	47.0918	45.1537
0.7215	47.0921	45.1538
0.722	47.0923	45.154
0.7225	47.0925	45.1541
0.723	47.0927	45.1542
0.7235	47.0929	45.1544
0.724	47.0931	45.1545
0.7245	47.0932	45.1546
0.725	47.0934	45.1547
0.7255	47.0936	45.1548
0.726	47.0938	45.155
0.7265	47.094	45.1551
0.727	47.0942	45.1552
0.7275	47.0943	45.1553
0.728	47.0945	45.1554
0.7285	47.0947	45.1556
0.729	47.0948	45.1557
0.7295	47.095	45.1558
0.73	47.0952	45.1559
0.7305	47.0953	45.156
0.731	47.0955	45.1561
0.7315	47.0956	45.1562
0.732	47.0958	45.1563
0.7325	47.0959	45.1564
0.733	47.0961	45.1565
0.7335	47.0962	45.1566
0.734	47.0964	45.1567
0.7345	47.0965	45.1568
0.735	47.0966	45.157
0.7355	47.0968	45.1571
0.736	47.0969	45.1572
0.7365	47.097	45.1572
0.737	47.0972	45.1573
0.7375	47.0973	45.1574
0.738	47.0974	45.1575
0.7385	47.0976	45.1576
0.739	47.0977	45.1577
0.7395	47.0978	45.1578
0.74	47.0979	45.1579
0.7405	47.0981	45.158
0.741	47.0982	45.1581
0.7415	47.0983	45.1582
0.742	47.0984	45.1583
0.7425	47.0985	45.1584
0.743	47.0986	45.1584
0.7435	47.0987	45.1585
0.744	47.0988	45.1586
0.7445	47.099	45.1587
0.745	47.0991	45.1588
0.7455	47.0992	45.1589
0.746	47.0993	45.159
0.7465	47.0994	45.159
0.747	47.0995	45.1591
0.7475	47.0996	45.1592
0.748	47.0997	45.1593
0.7485	47.0998	45.1594
0.749	47.0999	45.1594
0.7495	47.1	45.1595
0.75	47.1001	45.1596
0.7505	47.1002	45.1597
0.751	47.1002	45.1597
0.7515	47.1003	45.1598
0.752	47.1004	45.1599
0.7525	47.1005	45.16
0.753	47.1006	45.16
0.7535	47.1007	45.1601
0.754	47.1008	45.1602
0.7545	47.1009	45.1602
0.755	47.1009	45.1603
0.7555	47.101	45.1604
0.756	47.1011	45.1604
0.7565	47.1012	45.1605
0.757	47.1013	45.1606
0.7575	47.1014	45.1606
0.758	47.1014	45.1607
0.7585	47.1015	45.1608
0.759	47.1016	45.1608
0.7595	47.1017	45.1609
0.76	47.1017	45.161
0.7605	47.1018	45.161
0.761	47.1019	45.1611
0.7615	47.102	45.1612
0.762	47.102	45.1612
0.7625	47.1021	45.1613
0.763	47.1022	45.1613
0.7635	47.1022	45.1614
0.764	47.1023	45.1615
0.7645	47.1024	45.1615
0.765	47.1024	45.1616
0.7655	47.1025	45.1616
0.766	47.1026	45.1617
0.7665	47.1027	45.1618
0.767	47.1027	45.1618
0.7675	47.1028	45.1619
0.768	47.1028	45.1619
0.7685	47.1029	45.162
0.769	47.103	45.162
0.7695	47.103	45.1621
0.77	47.1031	45.1621
0.7705	47.1032	45.1622
0.771	47.1032	45.1622
0.7715	47.1033	45.1623
0.772	47.1033	45.1624
0.7725	47.1034	45.1624
0.773	47.1035	45.1625
0.7735	47.1035	45.1625
0.774	47.1036	45.1626
0.7745	47.1036	45.1626
0.775	47.1037	45.1627
0.7755	47.1037	45.1627
0.776	47.1038	45.1628
0.7765	47.1039	45.1628
0.777	47.1039	45.1629
0.7775	47.104	45.1629
0.778	47.104	45.1629
0.7785	47.1041	45.163
0.779	47.1041	45.163
0.7795	47.1042	45.1631
0.78	47.1042	45.1631
0.7805	47.1043	45.1632
0.781	47.1043	45.1632
0.7815	47.1044	45.1633
0.782	47.1044	45.1633
0.7825	47.1045	45.1634
0.783	47.1046	45.1634
0.7835	47.1046	45.1635
0.784	47.1047	45.1635
0.7845	47.1047	45.1635
0.785	47.1047	45.1636
0.7855	47.1048	45.1636
0.786	47.1048	45.1637
0.7865	47.1049	45.1637
0.787	47.1049	45.1638
0.7875	47.105	45.1638
0.788	47.105	45.1638
0.7885	47.1051	45.1639
0.789	47.1051	45.1639
0.7895	47.1052	45.164
0.79	47.1052	45.164
0.7905	47.1053	45.1641
0.791	47.1053	45.1641
0.7915	47.1054	45.1641
0.792	47.1054	45.1642
0.7925	47.1055	45.1642
0.793	47.1055	45.1643
0.7935	47.1055	45.1643
0.794	47.1056	45.1643
0.7945	47.1056	45.1644
0.795	47.1057	45.1644
0.7955	47.1057	45.1644
0.796	47.1058	45.1645
0.7965	47.1058	45.1645
0.797	47.1058	45.1646
0.7975	47.1059	45.1646
0.798	47.1059	45.1646
0.7985	47.106	45.1647
0.799	47.106	45.1647
0.7995	47.1061	45.1648
0.8	47.1061	45.1648
0.8005	47.1061	45.1648
0.801	47.1062	45.1649
0.8015	47.1062	45.1649
0.802	47.1063	45.1649
0.8025	47.1063	45.165
0.803	47.1063	45.165
0.8035	47.1064	45.165
0.804	47.1064	45.1651
0.8045	47.1065	45.1651
0.805	47.1065	45.1651
0.8055	47.1065	45.1652
0.806	47.1066	45.1652
0.8065	47.1066	45.1653
0.807	47.1067	45.1653
0.8075	47.1067	45.1653
0.808	47.1067	45.1654
0.8085	47.1068	45.1654
0.809	47.1068	45.1654
0.8095	47.1068	45.1655
0.81	47.1069	45.1655
0.8105	47.1069	45.1655
0.811	47.107	45.1656
0.8115	47.107	45.1656
0.812	47.107	45.1656
0.8125	47.1071	45.1657
0.813	47.1071	45.1657
0.8135	47.1071	45.1657
0.814	47.1072	45.1658
0.8145	47.1072	45.1658
0.815	47.1073	45.1658
0.8155	47.1073	45.1659
0.816	47.1073	45.1659
0.8165	47.1074	45.1659
0.817	47.1074	45.166
0.8175	47.1074	45.166
0.818	47.1075	45.166
0.8185	47.1075	45.166
0.819	47.1075	45.1661
0.8195	47.1076	45.1661
0.82	47.1076	45.1661
0.8205	47.1077	45.1662
0.821	47.1077	45.1662
0.8215	47.1077	45.1662
0.822	47.1078	45.1663
0.8225	47.1078	45.1663
0.823	47.1078	45.1663
0.8235	47.1079	45.1664
0.824	47.1079	45.1664
0.8245	47.1079	45.1664
0.825	47.108	45.1665
0.8255	47.108	45.1665
0.826	47.108	45.1665
0.8265	47.1081	45.1665
0.827	47.1081	45.1666
0.8275	47.1081	45.1666
0.828	47.1082	45.1666
0.8285	47.1082	45.1667
0.829	47.1082	45.1667
0.8295	47.1083	45.1667
0.83	47.1083	45.1668
0.8305	47.1083	45.1668
0.831	47.1084	45.1668
0.8315	47.1084	45.1668
0.832	47.1084	45.1669
0.8325	47.1085	45.1669
0.833	47.1085	45.1669
0.8335	47.1085	45.167
0.834	47.1086	45.167
0.8345	47.1086	45.167
0.835	47.1086	45.167
0.8355	47.1087	45.1671
0.836	47.1087	45.1671
0.8365	47.1087	45.1671
0.837	47.1088	45.1672
0.8375	47.1088	45.1672
0.838	47.1088	45.1672
0.8385	47.1089	45.1672
0.839	47.1089	45.1673
0.8395	47.1089	45.1673
0.84	47.109	45.1673
0.8405	47.109	45.1674
0.841	47.109	45.1674
0.8415	47.109	45.1674
0.842	47.1091	45.1674
0.8425	47.1091	45.1675
0.843	47.1091	45.1675
0.8435	47.1092	45.1675
0.844	47.1092	45.1676
0.8445	47.1092	45.1676
0.845	47.1093	45.1676
0.8455	47.1093	45.1676
0.846	47.1093	45.1677
0.8465	47.1094	45.1677
0.847	47.1094	45.1677
0.8475	47.1094	45.1678
0.848	47.1095	45.1678
0.8485	47.1095	45.1678
0.849	47.1095	45.1678
0.8495	47.1095	45.1679
0.85	47.1096	45.1679
0.8505	47.1096	45.1679
0.851	47.1096	45.1679
0.8515	47.1097	45.168
0.852	47.1097	45.168
0.8525	47.1097	45.168
0.853	47.1098	45.168
0.8535	47.1098	45.1681
0.854	47.1098	45.1681
0.8545	47.1099	45.1681
0.855	47.1099	45.1682
0.8555	47.1099	45.1682
0.856	47.1099	45.1682
0.8565	47.11	45.1682
0.857	47.11	45.1683
0.8575	47.11	45.1683
0.858	47.1101	45.1683
0.8585	47.1101	45.1683
0.859	47.1101	45.1684
0.8595	47.1102	45.1684
0.86	47.1102	45.1684
0.8605	46.7171	45.1672
0.861	46.5232	45.1652
0.8615	46.4176	45.1632
0.862	46.3538	45.1614
0.8625	46.3114	45.1596
0.863	46.2807	45.158
0.8635	46.2572	45.1563
0.864	46.2387	45.1548
0.8645	46.2236	45.1533
0.865	46.2112	45.1519
0.8655	46.2009	45.1506
0.866	46.1922	45.1494
0.8665	46.185	45.1482
0.867	46.1788	45.1472
0.8675	46.1735	45.1463
0.868	46.169	45.1454
0.8685	46.1651	45.1446
0.869	46.1617	45.1439
0.8695	46.1587	45.1432
0.87	46.156	45.1426
0.8705	46.1537	45.142
0.871	46.1515	45.1415
0.8715	46.1496	45.141
0.872	46.1478	45.1406
0.8725	46.1461	45.1401
0.873	46.1446	45.1397
0.8735	46.1432	45.1393
0.874	46.1418	45.1389
0.8745	46.1406	45.1386
0.875	46.1393	45.1382
0.8755	46.1382	45.1379
0.876	46.1371	45.1376
0.8765	46.136	45.1372
0.877	46.135	45.1369
0.8775	46.134	45.1366
0.878	46.133	45.1363
0.8785	46.1321	45.136
0.879	46.1312	45.1357
0.8795	46.1303	45.1354
0.88	46.1294	45.1351
0.8805	46.1286	45.1349
0.881	46.1278	45.1346
0.8815	46.127	45.1343
0.882	46.1262	45.134
0.8825	46.1255	45.1337
0.883	46.1247	45.1335
0.8835	46.124	45.1332
0.884	46.1233	45.1329
0.8845	46.1226	45.1327
0.885	46.1219	45.1324
0.8855	46.1212	45.1321
0.886	46.1206	45.1319
0.8865	46.1199	45.1316
0.887	46.1193	45.1314
0.8875	46.1187	45.1311
0.888	46.1181	45.1308
0.8885	46.1175	45.1306
0.889	46.1169	45.1303
0.8895	46.1163	45.1301
0.89	46.1158	45.1298
0.8905	46.1152	45.1296
0.891	46.1147	45.1294
0.8915	46.1141	45.1291
0.892	46.1136	45.1289
0.8925	46.1131	45.1286
0.893	46.1126	45.1284
0.8935	46.1121	45.1282
0.894	46.1117	45.1279
0.8945	46.1112	45.1277
0.895	46.1107	45.1275
0.8955	46.1103	45.1273
0.896	46.1098	45.127
0.8965	46.1094	45.1268
0.897	46.109	45.1266
0.8975	46.1086	45.1264
0.898	46.1082	45.1262
0.8985	46.1078	45.126
0.899	46.1074	45.1258
0.8995	46.107	45.1255
0.9	46.1066	45.1253
0.9005	46.1062	45.1251
0.901	46.1059	45.1249
0.9015	46.1055	45.1247
0.902	46.1051	45.1245
0.9025	46.1048	45.1244
0.903	46.1045	45.1242
0.9035	46.1041	45.124
0.904	46.1038	45.1238
0.9045	46.1035	45.1236
0.905	46.1032	45.1234
0.9055	46.1029	45.1232
0.906	46.1026	45.1231
0.9065	46.1023	45.1229
0.907	46.102	45.1227
0.9075	46.1017	45.1225
0.908	46.1014	45.1224
0.9085	46.1011	45.1222
0.909	46.1009	45.122
0.9095	46.1006	45.1219
0.91	46.1003	45.1217
0.9105	46.1001	45.1215
0.911	46.0998	45.1214
0.9115	46.0996	45.1212
0.912	46.0993	45.1211
0.9125	46.0991	45.1209
0.913	46.0989	45.1208
0.9135	46.0986	45.1206
0.914	46.0984	45.1205
0.9145	46.0982	45.1203
0.915	46.098	45.1202
0.9155	46.0977	45.12
0.916	46.0975	45.1199
0.9165	46.0973	45.1197
0.917	46.0971	45.1196
0.9175	46.0969	45.1195
0.918	46.0967	45.1193
0.9185	46.0965	45.1192
0.919	46.0964	45.1191
0.9195	46.0962	45.1189
0.92	46.096	45.1188
0.9205	46.0958	45.1187
0.921	46.0956	45.1186
0.9215	46.0955	45.1184
0.922	46.0953	45.1183
0.9225	46.0951	45.1182
0.923	46.095	45.1181
0.9235	46.0948	45.118
0.924	46.0946	45.1179
0.9245	46.0945	45.1178
0.925	46.0943	45.1176
0.9255	46.0942	45.1175
0.926	46.094	45.1174
0.9265	46.0939	45.1173
0.927	46.0937	45.1172
0.9275	46.0936	45.1171
0.928	46.0935	45.117
0.9285	46.0933	45.1169
0.929	46.0932	45.1168
0.9295	46.0931	45.1167
0.93	46.0929	45.1166
0.9305	46.0928	45.1165
0.931	46.0927	45.1164
0.9315	46.0926	45.1163
0.932	46.0925	45.1162
0.9325	46.0923	45.1162
0.933	46.0922	45.1161
0.9335	46.0921	45.116
0.934	46.092	45.1159
0.9345	46.0919	45.1158
0.935	46.0918	45.1157
0.9355	46.0917	45.1156
0.936	46.0916	45.1156
0.9365	46.0915	45.1155
0.937	46.0914	45.1154
0.9375	46.0913	45.1153
0.938	46.0912	45.1152
0.9385	46.0911	45.1152
0.939	46.091	45.1151
0.9395	46.0909	45.115
0.94	46.0908	45.1149
0.9405	46.0907	45.1149
0.941	46.0906	45.1148
0.9415	46.0905	45.1147
0.942	46.0904	45.1147
0.9425	46.0904	45.1146
0.943	46.0903	45.1145
0.9435	46.0902	45.1145
0.944	46.0901	45.1144
0.9445	46.09	45.1143
0.945	46.09	45.1143
0.9455	46.0899	45.1142
0.946	46.0898	45.1142
0.9465	46.0897	45.1141
0.947	46.0897	45.114
0.9475	46.0896	45.114
0.948	46.0895	45.1139
0.9485	46.0895	45.1139
0.949	46.0894	45.1138
0.9495	46.0893	45.1138
0.95	46.0893	45.1137
0.9505	46.0892	45.1136
0.951	46.0891	45.1136
0.9515	46.0891	45.1135
0.952	46.089	45.1135
0.9525	46.0889	45.1134
0.953	46.0889	45.1134
0.9535	46.0888	45.1133
0.954	46.0888	45.1133
0.9545	46.0887	45.1132
0.955	46.0887	45.1132
0.9555	46.0886	45.1132
0.956	46.0886	45.1131
0.9565	46.0885	45.1131
0.957	46.0884	45.113
0.9575	46.0884	45.113
0.958	46.0883	45.1129
0.9585	46.0883	45.1129
0.959	46.0882	45.1129
0.9595	46.0882	45.1128
0.96	46.0882	45.1128
0.9605	46.0881	45.1127
0.961	46.0881	45.1127
0.9615	46.088	45.1127
0.962	46.088	45.1126
0.9625	46.0879	45.1126
0.963	46.0879	45.1125
0.9635	46.0878	45.1125
0.964	46.0878	45.1125
0.9645	46.0878	45.1124
0.965	46.0877	45.1124
0.9655	46.0877	45.1124
0.966	46.0876	45.1123
0.9665	46.0876	45.1123
0.967	46.0876	45.1123
0.9675	46.0875	45.1122
0.968	46.0875	45.1122
0.9685	46.0875	45.1122
0.969	46.0874	45.1121
0.9695	46.0874	45.1121
0.97	46.0874	45.1121
0.9705	46.0873	45.1121
0.971	46.0873	45.112
0.9715	46.0873	45.112
