,0,1,2,3,4,5,6,7,8,9
0,18.053912689362175,72.87822470568506,71.19264689362178,52.484758194421154,53.09410211750237,52.64377609927889,50.25984737771815,50.05276203365196,49.94409555928224,49.5039246106546
