,0,1,2,3,4,5,6,7,8,9
0,10.358573966444444,15.445221348873284,11.552611681192122,4.132706685155836,4.5168980708350706,4.170744317278158,3.788745997488766,3.7914497242481495,3.7658063576951157,3.7348361250243953
