,0,1,2,3,4,5,6,7,8,9,10
0,42.07395538510645,42.07395538510645,42.053107110488426,42.053107110488426,42.08594413979455,42.09543507301529,42.07221773276775,42.061195556732784,42.07673319519548,41.995243725957174,41.98165196295127
