,FFT0,FFT1,FFT2,FFT3,FFT4,FFT5,FFT6,FFT7,FFT8
0,51613.34927998601,38165.92339902464,139918.4511367019,88387.31729095252,130921.51827973836,149767.28494165264,117606.80428996713,162674.62180465605,76720.08854021913
