,INT0,INT1,INT2,INT3,INT4,INT5,INT6,INT7,INT8
0,6.085574283002643,3.8630697329936083,2.483550542005105,2.365828046997194,2.0661707919934997,2.0891415329970187,1.6996884029940702,1.9059218350012088,1.4925205439940328
