,TTF0,TTF1,TTF2,TTF3,TTF4,TTF5,TTF6,TTF7,TTF8
0,166511.16395422345,153320.09604755865,423416.3763232647,327100.9263836803,394638.6005107001,212660.69030771256,301878.3437127293,311969.39903598145,381199.09550900606
