,0,1
0,32.18710681260285,32.35302709338155
1,32.18710681260285,32.353027093381556
2,32.18710681260285,32.35302709338155
3,32.18710681260285,32.353027093381556
4,32.18710681260285,32.35302709338155
5,32.18710681260285,32.353027093381556
6,32.18710681260285,32.353027093381556
7,32.18710681260285,32.35302709338155
8,32.18710681260285,32.35302709338155
9,32.18710681260285,32.35302709338155
10,32.18710681260285,32.353027093381556
11,32.18710681260285,32.35302709338155
12,32.18710681260285,32.35302709338155
13,32.18710681260285,32.35302709338155
14,32.18710681260285,32.353027093381556
15,32.18710681260285,32.353027093381556
16,32.18710681260285,32.35302709338155
17,32.18710681260285,32.35302709338155
18,32.18710681260285,32.35302709338155
19,32.18710681260285,32.35302709338155
20,32.18710681260285,32.353027093381556
21,32.18710681260285,32.353027093381556
22,32.18710681260285,32.35302709338155
23,32.18710681260285,32.35302709338155
24,32.18710681260285,32.353027093381556
25,32.18710681260285,32.35302709338155
26,32.18710681260285,32.353027093381556
27,32.18710681260285,32.35302709338155
28,32.18710681260285,32.35302709338155
29,32.18710681260285,32.35302709338155
30,32.18710681260285,32.35302709338155
31,32.18710681260285,32.35302709338155
32,32.18710681260285,32.353027093381556
33,32.18710681260285,32.353027093381556
34,32.18710681260285,32.35302709338155
35,32.18710681260285,32.35302709338155
36,32.18710681260285,32.35302709338155
37,32.18710681260285,32.353027093381556
38,32.18710681260285,32.35302709338155
39,32.18710681260285,32.353027093381556
40,32.18710681260285,32.353027093381556
41,32.18710681260285,32.353027093381556
42,32.18710681260285,32.35302709338155
43,32.18710681260285,32.353027093381556
44,32.18710681260285,32.353027093381556
45,32.18710681260285,32.35302709338155
46,32.18710681260285,32.35302709338155
47,32.18710681260285,32.35302709338155
48,32.18710681260285,32.353027093381556
49,32.18710681260285,32.35302709338155
