,0,1,2,3
0,37.558023065020755,37.54962163497089,37.430978488275194,37.511470616438196
1,37.558023065020755,37.528111460918765,37.43097846780587,37.47473276365961
2,37.558023065020755,37.558023065020755,37.43341746042228,37.4747327636596
3,37.558023065020755,37.54962163497089,37.430978488275194,37.511470616438196
4,37.558023065020755,37.54962163497089,37.43097846780587,37.51147061643819
5,37.558023065020755,37.528111408232725,37.43341751890609,37.4747327636596
6,37.558023065020755,37.54962163497089,37.43097846780587,37.47473276365961
7,37.558023065020755,37.528111460918765,37.43341746042228,37.4747327636596
8,37.558023065020755,37.54962163497089,37.430978488275194,37.47473276365961
9,37.558023065020755,37.528111460918765,37.43341746042228,37.4747327636596
10,37.558023065020755,37.528111408232725,37.43341751890609,37.511470616438196
11,37.558023065020755,37.528111460918765,37.40094735734458,37.4747327636596
12,37.558023065020755,37.54962163497089,37.43097846780587,37.51147061643819
13,37.558023065020755,37.528111408232725,37.40094735734458,37.47473276365961
14,37.558023065020755,37.558023065020755,37.46344840128052,37.51147061643819
15,37.558023065020755,37.558023065020755,37.43341746042228,37.4747327636596
16,37.558023065020755,37.558023065020755,37.43341746042228,37.51147061643819
17,37.558023065020755,37.528111408232725,37.43341751890609,37.511470616438196
18,37.558023065020755,37.528111460918765,37.43097846780587,37.51147061643819
19,37.558023065020755,37.528111408232725,37.43341751890609,37.4747327636596
20,37.558023065020755,37.54962163497089,37.46344840128052,37.51147061643819
21,37.558023065020755,37.528111408232725,37.40094735734458,37.47473276365961
22,37.558023065020755,37.528111408232725,37.43341751890609,37.511470616438196
23,37.558023065020755,37.54962163497089,37.430978488275194,37.511470616438196
24,37.558023065020755,37.528111460918765,37.43097846780587,37.51147061643819
25,37.558023065020755,37.528111460918765,37.43341746042228,37.51147061643819
26,37.558023065020755,37.54962163497089,37.46344840128052,37.511470616438196
27,37.558023065020755,37.54962163497089,37.46344840128052,37.511470616438196
28,37.558023065020755,37.54962163497089,37.43097846780587,37.47473276365961
29,37.558023065020755,37.528111408232725,37.40094735734458,37.4747327636596
30,37.558023065020755,37.54962163497089,37.46344840128052,37.51147061643819
31,37.558023065020755,37.528111408232725,37.40094735734458,37.4747327636596
32,37.558023065020755,37.528111408232725,37.43341751890609,37.511470616438196
33,37.558023065020755,37.54962163497089,37.46344840128052,37.511470616438196
34,37.558023065020755,37.54962163497089,37.430978488275194,37.47473276365961
35,37.558023065020755,37.54962163497089,37.430978488275194,37.47473276365961
36,37.558023065020755,37.528111408232725,37.430978488275194,37.511470616438196
37,37.558023065020755,37.528111408232725,37.430978488275194,37.511470616438196
38,37.558023065020755,37.558023065020755,37.43341751890609,37.4747327636596
39,37.558023065020755,37.558023065020755,37.43341751890609,37.4747327636596
