,0,1,2,3
0,37.560715937822835,37.560715937822835,37.434762740438714,37.51254942275274
1,37.560715937822835,37.530784490025695,37.43231531585495,37.475800288973275
2,37.560715937822835,37.530784490025695,37.43231531585495,37.475800288973275
3,37.560715937822835,37.53078424211523,37.43231537190199,37.475800288973275
4,37.560715937822835,37.55228964231355,37.43231537190199,37.475800288973275
5,37.560715937822835,37.53078424211523,37.434762740438714,37.51254942275274
6,37.560715937822835,37.560715937822835,37.46480670878863,37.51254942275274
7,37.560715937822835,37.55228964231355,37.43231531585495,37.475800288973275
8,37.560715937822835,37.560715937822835,37.434762740438714,37.47580028897327
9,37.560715937822835,37.55228964231355,37.46480670878863,37.51254942275274
10,37.560715937822835,37.560715937822835,37.46480670878863,37.51254942275274
11,37.560715937822835,37.560715937822835,37.434762775605485,37.47580028897327
12,37.560715937822835,37.530784490025695,37.43231531585495,37.51254942275274
13,37.560715937822835,37.560715937822835,37.46480670878863,37.51254942275274
14,37.560715937822835,37.53078424211523,37.43231537190199,37.475800288973275
15,37.560715937822835,37.560715937822835,37.46480670878863,37.51254942275274
16,37.560715937822835,37.560715937822835,37.434762740438714,37.47580028897327
17,37.560715937822835,37.530784490025695,37.43231531585495,37.51254942275274
18,37.560715937822835,37.53078424211523,37.434762740438714,37.47580028897327
19,37.560715937822835,37.55228964231355,37.46480670878863,37.51254942275274
20,37.560715937822835,37.53078424211523,37.434762740438714,37.51254942275274
21,37.560715937822835,37.530784490025695,37.4022716024641,37.47580028897327
22,37.560715937822835,37.560715937822835,37.46480670878863,37.51254942275274
23,37.560715937822835,37.560715937822835,37.434762740438714,37.51254942275274
24,37.560715937822835,37.55228964231355,37.46480670878863,37.51254942275274
25,37.560715937822835,37.53078424211523,37.434762740438714,37.47580028897327
26,37.560715937822835,37.53078424211523,37.43231537190199,37.51254942275274
27,37.560715937822835,37.560715937822835,37.434762740438714,37.47580028897327
28,37.560715937822835,37.530784490025695,37.43231531585495,37.51254942275274
29,37.560715937822835,37.53078424211523,37.4022716024641,37.475800288973275
30,37.560715937822835,37.530784490025695,37.43231531585495,37.51254942275274
31,37.560715937822835,37.530784490025695,37.4022716024641,37.475800288973275
32,37.560715937822835,37.530784490025695,37.43231531585495,37.51254942275274
33,37.560715937822835,37.530784490025695,37.43231531585495,37.475800288973275
34,37.560715937822835,37.560715937822835,37.434762740438714,37.47580028897327
35,37.560715937822835,37.530784490025695,37.43231531585495,37.51254942275274
36,37.560715937822835,37.560715937822835,37.46480670878863,37.51254942275274
37,37.560715937822835,37.55228964231355,37.43231531585495,37.475800288973275
38,37.560715937822835,37.53078424211523,37.434762740438714,37.51254942275274
39,37.560715937822835,37.530784490025695,37.4022716024641,37.47580028897327
