,0,1,2,3,4,5,6,7,8,9
0,10.358551212729953,12.546088124077318,13.384969969205388,4.282183735183599,4.317831496007305,4.297634656479026,3.8122095545861416,3.778541275447571,3.7741262044433013,3.7397662764373525
