,0,1,2,3,4,5,6,7,8,9
0,18.054042043637256,76.97158647714693,67.57682116999743,51.97426145226407,53.59425604066251,52.25627136961944,50.1203191010859,50.13263656381753,49.890074820787525,49.460032367841286
