,0,1,2,3,4,5,6,7,8,9
0,43.999,117.072,112.193,76.0189,76.5313,69.2386,64.1084,63.5268,62.5014,61.4635
1,43.999,68.7787,111.368,115.827,70.0439,68.8425,69.1824,62.2612,62.3189,62.3103
2,43.999,62.6672,66.9184,110.946,68.265,63.1415,67.4344,61.7673,61.2919,61.8208
