,INT0,INT1,INT2,INT3,INT4,INT5,INT6,INT7,INT8,INT9,INT10,INT11,INT12,INT13,INT14
0,0.7524629680119688,1.1073990690056235,1.5404639030020917,2.1723979429953033,2.847963243009872,3.1142089379864046,3.8120061660010833,4.734729472998879,5.817041272006463,6.895400865992997,8.236729574011406,9.59390830299526,11.2244948400039,13.414524103005533,15.157510752003873
1,0.7313160769990645,1.0813843079959042,1.5121845200046664,2.1825695099978475,2.8274683380004717,3.0966766819910845,3.696195248994627,4.678461462986888,5.867218480998417,6.823622997995699,8.240431234997232,9.450052510001115,11.16290280999965,13.010736543001258,15.653334264992736
2,0.7147412369959056,1.0792427050037077,1.5556770490074996,2.1706013370130677,2.8351489630003925,3.090401296998607,3.689621883997461,4.677830208995147,5.843165263009723,6.842233426999883,8.175887706995127,9.577858834003564,11.230163309999625,13.013533517994802,15.547904917999404
3,0.7079433390026679,1.0950890079984674,1.5172289749898482,2.115762271991116,2.7903280800092034,3.067171224989579,3.6876881009957287,4.689481819994398,5.83564542500244,6.838230562003446,8.183451210003113,9.972183962003328,11.19646685499174,13.013380901000346,15.503826803003903
4,0.7128162890003296,1.1177931330021238,1.5513187010074034,2.112313400997664,2.803100709003047,3.013751210994087,3.69524366800033,4.681331700005103,5.8329057969967835,6.834708228998352,8.173735631004092,9.474474946007831,11.221767139009899,13.028772966004908,15.241166381005314
5,0.7175944509945111,1.124504948995309,1.5614808140089735,2.1491356500046095,2.8059374110016506,3.0118723880004836,3.688640617998317,4.6775353029952385,5.821017966998625,6.8436714360141195,8.16438675999234,9.458109202998457,11.16473298400524,13.00713602999167,15.131567798991455
6,0.7046043000009377,1.1255826309934491,1.591579100000672,2.147043015997042,2.8351607530057663,3.0029394769953797,3.699685664003482,4.675976757003809,5.7843716200004565,6.8114526989957085,8.181204665001133,9.467940782997175,11.172215806000168,13.022265859006438,15.133872620994225
7,0.7008551059989259,1.1138626399915665,1.593836263011326,2.133700645994395,3.7449793410050916,2.9927286650054157,3.6808670769969467,4.80220168599044,5.703902619003202,6.98121073099901,8.179304831006448,9.490082802003599,11.343280051005422,13.005380213013268,15.114213285007281
8,0.6816751520091202,1.1220521079958417,1.613871105000726,2.187263168001664,4.321910359998583,3.0683918449940393,3.6819823200057726,4.6855801030033035,5.689129636011785,6.831277256991598,8.20469436699932,9.614713757997379,11.270557990996167,13.002362596002058,15.302581320007448
9,0.7133710339985555,1.1280140489980113,1.6019239849993028,2.1630052079999587,3.17631210500258,3.098604227998294,3.702258820994757,4.692970519987284,5.693898350989912,6.835123894998105,8.189544709995971,9.501062889001332,11.220403708008234,13.09769867999421,15.54927841600147
10,0.6965392900019651,1.1179474249947816,1.5977628479886334,2.1668484330002684,2.68658824400336,3.0873402650031494,3.694126915986999,4.850359101008507,5.830636480997782,6.830808120008442,8.197049384994898,9.519172197004082,11.159591591989738,13.227184670002316,15.489101724000648
11,0.6987933080090443,1.1167982109909644,1.5859249060013099,2.187243200998637,2.4153255240089493,3.0866438210068736,3.7872964549897006,4.849091790994862,5.856997259994387,6.832278560003033,8.190513788998942,9.521902615000727,11.186432326998329,13.227393766006571,15.445544510992477
12,0.700727981995442,1.1163360960053978,1.5593858990032459,2.2115353679982945,2.3840613229986047,3.0836320579983294,3.703432441005134,4.824793268999201,5.837116982002044,6.839332286996068,8.15006362501299,9.50215064000804,11.159704433011939,13.21625632600626,15.203236347995698
13,0.6875553279969608,1.128885556012392,1.5848647600068944,2.167962589999661,2.3656918329943437,3.078603176996694,3.7167119460063986,4.81502604301204,5.833273784010089,6.829245572997024,8.142679120996036,9.476574078988051,11.20112283799972,13.256202228993061,15.152948800008744
14,0.6908568190119695,1.1141471250011818,1.577814172997023,2.1706253029988147,2.409356971998932,3.0779727080080193,3.8288977060001343,4.801944865990663,5.815501390010468,6.830752362002386,8.16439973800152,9.497553787005018,11.193432797997957,13.230747876994428,15.16263013400021
15,0.6795805000001565,1.1237823749979725,1.549417504997109,2.150751493012649,2.4452156419865787,3.076878742998815,3.840994198995759,4.797749354998814,5.794006855998305,6.8031840570038185,8.2411864780006,9.664912434993312,11.239762975994381,13.202924231009092,15.127043579996098
16,0.677572565007722,1.1252982989972224,1.55905954100308,2.1235002109897323,2.4344155119906645,3.0782639819954056,3.826404883991927,4.799054600996897,5.779795480004395,6.937464212009218,8.134470383010921,9.477516371000092,11.202324151992798,13.235881921995315,15.179890853993129
17,0.6791275790019426,1.1180660800018813,1.6034998380055185,2.140886255001533,2.426282197004184,3.0702869209926575,3.8314925309969112,4.759239329010597,5.684075212004245,6.850433543993859,7.999672977995942,9.486426425995887,11.221629025996663,13.217424038011814,15.591670464986237
18,0.6723745560011594,1.1236878159979824,1.6043104279960971,2.1776578489952954,2.423788036991027,3.0705946410016622,3.8386985459947027,4.787471789008123,5.707572017010534,6.837863610009663,7.986590525004431,9.508444530991255,11.35472125999513,13.390284794004401,15.481682223995449
19,0.6775867630058201,1.0886337349948008,1.585765509007615,2.1654152069968404,2.4146338129939977,3.071779894991778,3.8176321589999134,4.734453780998592,5.684649033006281,6.8392148459970485,7.960962975004804,9.509376259986311,11.38778817698767,13.254710645996965,15.451422888989327
