,TTF0,TTF1,TTF2,TTF3,TTF4,TTF5,TTF6,TTF7
0,57111.655971667285,46196.67009962359,82357.35044223609,105125.09404576261,57643.77106563992,208241.14627567463,157703.0112804058,112257.09983035568
