,0,1,2,3,4
0,0,4,3,0.0,0.288
1,3,4,3,0.288,0.576
2,1,4,3,0.576,0.864
3,2,7,3,0.294,0.582
4,4,7,3,0.582,0.87
5,5,7,3,0.87,1.158
