,0,1,2,3,4
0,0,0,3,0.0,0.288
1,3,0,3,0.288,0.576
2,2,1,3,0.294,0.582
3,5,1,3,0.583,0.871
4,1,2,3,0.291,0.579
5,4,3,3,0.293,0.581
