,TTF0,TTF1,TTF2,TTF3,TTF4,TTF5,TTF6,TTF7,TTF8,TTF9,TTF10,TTF11,TTF12,TTF13,TTF14
0,193350.3906004807,141127.3083884019,374222.940595548,384174.30537112587,366345.5163555159,301476.4455134901,330193.6826471635,295564.3223072138,378528.0018387241,429288.6277678913,395847.50193101796,548368.5041178013,313142.6020109293,381261.2546548794,403976.37782143697
